Image type	Feature Class	Feature Name	ROI_segment_Mass
original	firstorder	Entropy	3.506302072239664
original	firstorder	InterquartileRange	96.0
original	firstorder	Kurtosis	3.1453991650125435
original	firstorder	Maximum	478.0
original	firstorder	MeanAbsoluteDeviation	57.073860281773435
original	firstorder	Mean	179.02077747989276
original	firstorder	Median	188.0
original	firstorder	Minimum	-4.0
original	firstorder	Range	482.0
original	firstorder	RobustMeanAbsoluteDeviation	40.054249653855415
original	firstorder	RootMeanSquared	193.00798146112558
original	firstorder	Skewness	0.09871944007294475
original	firstorder	TotalEnergy	389060733.0
original	firstorder	Uniformity	0.10607544737881643
original	firstorder	Variance	5203.642138192919
original	glcm	Autocorrelation	87.46455761488626
original	glcm	ClusterProminence	2468.2267374654334
original	glcm	ClusterShade	8.533171930937037
original	glcm	ClusterTendency	26.60298434891848
original	glcm	Contrast	4.5051155054796
original	glcm	Correlation	0.706938031608735
original	glcm	DifferenceAverage	1.439515428717615
original	glcm	DifferenceEntropy	2.258433675203489
original	glcm	DifferenceVariance	2.3445523536587642
original	glcm	Id	0.5612040617416804
original	glcm	Idm	0.5147548483236807
original	glcm	Idmn	0.9903626702217964
original	glcm	Idn	0.939901388570595
original	glcm	Imc1	-0.19142226400722018
original	glcm	Imc2	0.8329760605505272
original	glcm	InverseVariance	0.43216043577854274
original	glcm	JointAverage	9.051443569331013
original	glcm	JointEnergy	0.024281073593842132
original	glcm	JointEntropy	6.230543436029935
original	glcm	MCC	0.7384023434919526
original	glcm	MaximumProbability	0.07536670883589824
original	glcm	SumAverage	18.10288713866203
original	glcm	SumEntropy	4.326321225070344
original	glcm	SumSquares	7.777024963599517
original	gldm	DependenceEntropy	7.262238600659344
original	gldm	DependenceNonUniformity	781.9842972041364
original	gldm	DependenceNonUniformityNormalized	0.07487402309499581
original	gldm	DependenceVariance	18.82224087731823
original	gldm	GrayLevelNonUniformity	1107.8519724243586
original	gldm	GrayLevelVariance	8.428925599953411
original	gldm	HighGrayLevelEmphasis	83.8213328226733
original	gldm	LargeDependenceEmphasis	66.48563768671008
original	gldm	LargeDependenceHighGrayLevelEmphasis	5626.162772883952
original	gldm	LargeDependenceLowGrayLevelEmphasis	1.1164073295777976
original	gldm	LowGrayLevelEmphasis	0.022159565008311538
original	gldm	SmallDependenceEmphasis	0.09946773746591746
original	gldm	SmallDependenceHighGrayLevelEmphasis	8.241639215699339
original	gldm	SmallDependenceLowGrayLevelEmphasis	0.002862229908300726
original	glrlm	GrayLevelNonUniformity	784.8978365417036
original	glrlm	GrayLevelNonUniformityNormalized	0.09719857068869842
original	glrlm	GrayLevelVariance	9.161613195871263
original	glrlm	HighGrayLevelRunEmphasis	83.75789353292815
original	glrlm	LongRunEmphasis	2.2018036692833327
original	glrlm	LongRunHighGrayLevelEmphasis	184.84560570054515
original	glrlm	LongRunLowGrayLevelEmphasis	0.04492280523839517
original	glrlm	LowGrayLevelRunEmphasis	0.0232189853262779
original	glrlm	RunEntropy	4.540395341335457
original	glrlm	RunLengthNonUniformity	5310.576292174494
original	glrlm	RunLengthNonUniformityNormalized	0.6531872672180337
original	glrlm	RunPercentage	0.7729281442418172
original	glrlm	RunVariance	0.49584800806111545
original	glrlm	ShortRunEmphasis	0.834064472253318
original	glrlm	ShortRunHighGrayLevelEmphasis	69.8137064160722
original	glrlm	ShortRunLowGrayLevelEmphasis	0.020006966144517906
original	glszm	GrayLevelNonUniformity	83.44148430066603
original	glszm	GrayLevelNonUniformityNormalized	0.07939246841167082
original	glszm	GrayLevelVariance	13.77789446143902
original	glszm	HighGrayLevelZoneEmphasis	82.01712654614653
original	glszm	LargeAreaEmphasis	5913.03710751665
original	glszm	LargeAreaHighGrayLevelEmphasis	531300.6431969553
original	glszm	LargeAreaLowGrayLevelEmphasis	73.76538109034239
original	glszm	LowGrayLevelZoneEmphasis	0.03214956162079439
original	glszm	SizeZoneNonUniformity	270.8325404376784
original	glszm	SizeZoneNonUniformityNormalized	0.25769033343261505
original	glszm	SmallAreaEmphasis	0.5199352348003918
original	glszm	SmallAreaHighGrayLevelEmphasis	42.75734904921867
original	glszm	SmallAreaLowGrayLevelEmphasis	0.016346435579980455
original	glszm	ZoneEntropy	6.442205291371245
original	glszm	ZonePercentage	0.1006319417847568
original	glszm	ZoneVariance	5814.2891107286705
original	ngtdm	Busyness	3.8959594281422403
original	ngtdm	Coarseness	0.0011562648562585221
original	ngtdm	Complexity	185.68344813715882
original	ngtdm	Contrast	0.03794902457467142
original	ngtdm	Strength	0.2146455491061488
wavelet-LLH	firstorder	10Percentile	-26.615616064949357
wavelet-LLH	firstorder	90Percentile	17.079172139632956
wavelet-LLH	firstorder	Energy	3439909.259674705
wavelet-LLH	firstorder	Entropy	1.6734287764326958
wavelet-LLH	firstorder	InterquartileRange	20.689958310519383
wavelet-LLH	firstorder	Kurtosis	4.104836015304099
wavelet-LLH	firstorder	Maximum	83.00002218577404
wavelet-LLH	firstorder	MeanAbsoluteDeviation	13.441605584902968
wavelet-LLH	firstorder	Mean	-3.647433746048663
wavelet-LLH	firstorder	Median	-2.3748805345320037
wavelet-LLH	firstorder	Minimum	-85.14910242513534
wavelet-LLH	firstorder	Range	168.14912461090938
wavelet-LLH	firstorder	RobustMeanAbsoluteDeviation	8.73987732261449
wavelet-LLH	firstorder	RootMeanSquared	18.14847183215339
wavelet-LLH	firstorder	Skewness	-0.3417396645510812
wavelet-LLH	firstorder	TotalEnergy	3439909.259674705
wavelet-LLH	firstorder	Uniformity	0.3702416609104955
wavelet-LLH	firstorder	Variance	316.0632569106505
wavelet-LLH	glcm	Autocorrelation	19.092407157405624
wavelet-LLH	glcm	ClusterProminence	9.500928608087737
wavelet-LLH	glcm	ClusterShade	-0.6248340151778641
wavelet-LLH	glcm	ClusterTendency	1.5941928359766881
wavelet-LLH	glcm	Contrast	0.7034921828834221
wavelet-LLH	glcm	Correlation	0.3856150932377939
wavelet-LLH	glcm	DifferenceAverage	0.5516378364064598
wavelet-LLH	glcm	DifferenceEntropy	1.2754258124448061
wavelet-LLH	glcm	DifferenceVariance	0.38973728893780224
wavelet-LLH	glcm	Id	0.7474950571105123
wavelet-LLH	glcm	Idm	0.7392718749836812
wavelet-LLH	glcm	Idmn	0.9894443261255079
wavelet-LLH	glcm	Idn	0.9403438839699017
wavelet-LLH	glcm	Imc1	-0.09552501197535901
wavelet-LLH	glcm	Imc2	0.469870602481318
wavelet-LLH	glcm	InverseVariance	0.43694290369730215
wavelet-LLH	glcm	JointAverage	4.343927495360163
wavelet-LLH	glcm	JointEnergy	0.16511448359895076
wavelet-LLH	glcm	JointEntropy	3.110904415252401
wavelet-LLH	glcm	MCC	0.4153717851671457
wavelet-LLH	glcm	MaximumProbability	0.26554431479216883
wavelet-LLH	glcm	SumAverage	8.687854990720329
wavelet-LLH	glcm	SumEntropy	2.3372944179159116
wavelet-LLH	glcm	SumSquares	0.5744212547150276
wavelet-LLH	gldm	DependenceEntropy	5.950344270565951
wavelet-LLH	gldm	DependenceNonUniformity	509.55055534278057
wavelet-LLH	gldm	DependenceNonUniformityNormalized	0.04878883141926279
wavelet-LLH	gldm	DependenceVariance	31.09631785711719
wavelet-LLH	gldm	GrayLevelNonUniformity	3866.803906549215
wavelet-LLH	gldm	GrayLevelVariance	0.6062667707006902
wavelet-LLH	gldm	HighGrayLevelEmphasis	19.51177709689774
wavelet-LLH	gldm	LargeDependenceEmphasis	170.91267713519724
wavelet-LLH	gldm	LargeDependenceHighGrayLevelEmphasis	3336.801895825354
wavelet-LLH	gldm	LargeDependenceLowGrayLevelEmphasis	9.47598095916044
wavelet-LLH	gldm	LowGrayLevelEmphasis	0.060062500624212416
wavelet-LLH	gldm	SmallDependenceEmphasis	0.031074699555167267
wavelet-LLH	gldm	SmallDependenceHighGrayLevelEmphasis	0.6398167578179335
wavelet-LLH	gldm	SmallDependenceLowGrayLevelEmphasis	0.0024772670956259785
wavelet-LLH	glrlm	GrayLevelNonUniformity	2025.4395553300672
wavelet-LLH	glrlm	GrayLevelNonUniformityNormalized	0.33208056547630904
wavelet-LLH	glrlm	GrayLevelVariance	0.7466138604867928
wavelet-LLH	glrlm	HighGrayLevelRunEmphasis	19.53463602535424
wavelet-LLH	glrlm	LongRunEmphasis	4.713039164593673
wavelet-LLH	glrlm	LongRunHighGrayLevelEmphasis	91.90347929926715
wavelet-LLH	glrlm	LongRunLowGrayLevelEmphasis	0.27020772851567654
wavelet-LLH	glrlm	LowGrayLevelRunEmphasis	0.06247965458352978
wavelet-LLH	glrlm	RunEntropy	3.452232894203342
wavelet-LLH	glrlm	RunLengthNonUniformity	2716.599398513875
wavelet-LLH	glrlm	RunLengthNonUniformityNormalized	0.43634911026527584
wavelet-LLH	glrlm	RunPercentage	0.5836770468137762
wavelet-LLH	glrlm	RunVariance	1.612932908676576
wavelet-LLH	glrlm	ShortRunEmphasis	0.6774332721700626
wavelet-LLH	glrlm	ShortRunHighGrayLevelEmphasis	13.260151020352161
wavelet-LLH	glrlm	ShortRunLowGrayLevelEmphasis	0.04373062301432884
wavelet-LLH	glszm	GrayLevelNonUniformity	58.888888888888886
wavelet-LLH	glszm	GrayLevelNonUniformityNormalized	0.2044753086419753
wavelet-LLH	glszm	GrayLevelVariance	2.398136091820988
wavelet-LLH	glszm	HighGrayLevelZoneEmphasis	21.69097222222222
wavelet-LLH	glszm	LargeAreaEmphasis	113671.55555555556
wavelet-LLH	glszm	LargeAreaHighGrayLevelEmphasis	2194856.892361111
wavelet-LLH	glszm	LargeAreaLowGrayLevelEmphasis	6178.028093314004
wavelet-LLH	glszm	LowGrayLevelZoneEmphasis	0.09046966037572436
wavelet-LLH	glszm	SizeZoneNonUniformity	58.104166666666664
wavelet-LLH	glszm	SizeZoneNonUniformityNormalized	0.2017505787037037
wavelet-LLH	glszm	SmallAreaEmphasis	0.45335225863320705
wavelet-LLH	glszm	SmallAreaHighGrayLevelEmphasis	9.781191676495684
wavelet-LLH	glszm	SmallAreaLowGrayLevelEmphasis	0.04476824273778283
wavelet-LLH	glszm	ZoneEntropy	5.430468556684606
wavelet-LLH	glszm	ZonePercentage	0.027575641516660282
wavelet-LLH	glszm	ZoneVariance	112356.48591820989
wavelet-LLH	ngtdm	Busyness	29.193205997094083
wavelet-LLH	ngtdm	Coarseness	0.0007208286596812532
wavelet-LLH	ngtdm	Complexity	12.543016543661746
wavelet-LLH	ngtdm	Contrast	0.009437508871170485
wavelet-LLH	ngtdm	Strength	0.020664803525394758
wavelet-LHL	firstorder	10Percentile	-47.30785147674677
wavelet-LHL	firstorder	90Percentile	38.452443733514585
wavelet-LHL	firstorder	Energy	14223765.790288407
wavelet-LHL	firstorder	Entropy	2.5675043931386883
wavelet-LHL	firstorder	InterquartileRange	39.40567689093785
wavelet-LHL	firstorder	Kurtosis	5.055395294425477
wavelet-LHL	firstorder	Maximum	150.9620695225809
wavelet-LHL	firstorder	MeanAbsoluteDeviation	26.975262316778696
wavelet-LHL	firstorder	Mean	-2.9002794700572387
wavelet-LHL	firstorder	Median	-0.7087889322029057
wavelet-LHL	firstorder	Minimum	-190.5682620018898
wavelet-LHL	firstorder	Range	341.5303315244707
wavelet-LHL	firstorder	RobustMeanAbsoluteDeviation	16.88491963014288
wavelet-LHL	firstorder	RootMeanSquared	36.904035952966034
wavelet-LHL	firstorder	Skewness	-0.532401201009089
wavelet-LHL	firstorder	TotalEnergy	14223765.790288407
wavelet-LHL	firstorder	Uniformity	0.21538849351526798
wavelet-LHL	firstorder	Variance	1353.4962486133743
wavelet-LHL	glcm	Autocorrelation	70.77739248383266
wavelet-LHL	glcm	ClusterProminence	156.4086431084425
wavelet-LHL	glcm	ClusterShade	-6.727675404982973
wavelet-LHL	glcm	ClusterTendency	5.362591256633712
wavelet-LHL	glcm	Contrast	3.813542718569102
wavelet-LHL	glcm	Correlation	0.16947632264949947
wavelet-LHL	glcm	DifferenceAverage	1.3538933845749688
wavelet-LHL	glcm	DifferenceEntropy	2.1405620317850986
wavelet-LHL	glcm	DifferenceVariance	1.855658290255986
wavelet-LHL	glcm	Id	0.5659685092540183
wavelet-LHL	glcm	Idm	0.5204346066623201
wavelet-LHL	glcm	Idmn	0.9844960993660472
wavelet-LHL	glcm	Idn	0.9232097007461556
wavelet-LHL	glcm	Imc1	-0.0705296697906743
wavelet-LHL	glcm	Imc2	0.4503412231478508
wavelet-LHL	glcm	InverseVariance	0.4437968363875223
wavelet-LHL	glcm	JointAverage	8.389872677866766
wavelet-LHL	glcm	JointEnergy	0.05595282419109428
wavelet-LHL	glcm	JointEntropy	4.973009215620449
wavelet-LHL	glcm	MCC	0.3791627598782075
wavelet-LHL	glcm	MaximumProbability	0.11387091596039081
wavelet-LHL	glcm	SumAverage	16.77974535573354
wavelet-LHL	glcm	SumEntropy	3.1582536749533596
wavelet-LHL	glcm	SumSquares	2.2940334938007045
wavelet-LHL	gldm	DependenceEntropy	6.16323728356054
wavelet-LHL	gldm	DependenceNonUniformity	793.2405208732287
wavelet-LHL	gldm	DependenceNonUniformityNormalized	0.07595179250030915
wavelet-LHL	gldm	DependenceVariance	16.607310334954157
wavelet-LHL	gldm	GrayLevelNonUniformity	2249.5174262734586
wavelet-LHL	gldm	GrayLevelVariance	2.2445116270746235
wavelet-LHL	gldm	HighGrayLevelEmphasis	72.58655687476063
wavelet-LHL	gldm	LargeDependenceEmphasis	64.12274990425125
wavelet-LHL	gldm	LargeDependenceHighGrayLevelEmphasis	4706.663730371505
wavelet-LHL	gldm	LargeDependenceLowGrayLevelEmphasis	0.9200819409808998
wavelet-LHL	gldm	LowGrayLevelEmphasis	0.01716453956450559
wavelet-LHL	gldm	SmallDependenceEmphasis	0.09110934584653327
wavelet-LHL	gldm	SmallDependenceHighGrayLevelEmphasis	6.398669195251137
wavelet-LHL	gldm	SmallDependenceLowGrayLevelEmphasis	0.0024694227349653115
wavelet-LHL	glrlm	GrayLevelNonUniformity	1571.7770032803032
wavelet-LHL	glrlm	GrayLevelNonUniformityNormalized	0.19445093207753075
wavelet-LHL	glrlm	GrayLevelVariance	2.587553349512248
wavelet-LHL	glrlm	HighGrayLevelRunEmphasis	72.38650465746608
wavelet-LHL	glrlm	LongRunEmphasis	2.282020539427032
wavelet-LHL	glrlm	LongRunHighGrayLevelEmphasis	166.41589153814417
wavelet-LHL	glrlm	LongRunLowGrayLevelEmphasis	0.036705900696439836
wavelet-LHL	glrlm	LowGrayLevelRunEmphasis	0.017876235750804197
wavelet-LHL	glrlm	RunEntropy	3.6316589791118052
wavelet-LHL	glrlm	RunLengthNonUniformity	5348.178405766163
wavelet-LHL	glrlm	RunLengthNonUniformityNormalized	0.6523854522912937
wavelet-LHL	glrlm	RunPercentage	0.7733406004183484
wavelet-LHL	glrlm	RunVariance	0.5314916829230883
wavelet-LHL	glrlm	ShortRunEmphasis	0.8308218066000533
wavelet-LHL	glrlm	ShortRunHighGrayLevelEmphasis	60.012974560761116
wavelet-LHL	glrlm	ShortRunLowGrayLevelEmphasis	0.015322712539605324
wavelet-LHL	glszm	GrayLevelNonUniformity	105.67088607594937
wavelet-LHL	glszm	GrayLevelNonUniformityNormalized	0.11146717940500989
wavelet-LHL	glszm	GrayLevelVariance	6.886568881411455
wavelet-LHL	glszm	HighGrayLevelZoneEmphasis	70.06223628691983
wavelet-LHL	glszm	LargeAreaEmphasis	16130.62447257384
wavelet-LHL	glszm	LargeAreaHighGrayLevelEmphasis	1189226.259493671
wavelet-LHL	glszm	LargeAreaLowGrayLevelEmphasis	222.58524253408115
wavelet-LHL	glszm	LowGrayLevelZoneEmphasis	0.03019341659169
wavelet-LHL	glszm	SizeZoneNonUniformity	230.81856540084388
wavelet-LHL	glszm	SizeZoneNonUniformityNormalized	0.24347949936797877
wavelet-LHL	glszm	SmallAreaEmphasis	0.5002672420921246
wavelet-LHL	glszm	SmallAreaHighGrayLevelEmphasis	34.27625530253522
wavelet-LHL	glszm	SmallAreaLowGrayLevelEmphasis	0.017391262683494217
wavelet-LHL	glszm	ZoneEntropy	6.058819033610589
wavelet-LHL	glszm	ZonePercentage	0.0907698199923401
wavelet-LHL	glszm	ZoneVariance	16009.252879702328
wavelet-LHL	ngtdm	Busyness	8.351352696199905
wavelet-LHL	ngtdm	Coarseness	0.0006640427905390112
wavelet-LHL	ngtdm	Complexity	97.67557444005843
wavelet-LHL	ngtdm	Contrast	0.021213077799051558
wavelet-LHL	ngtdm	Strength	0.060962312293265555
wavelet-LHH	firstorder	10Percentile	-7.949889021661703
wavelet-LHH	firstorder	90Percentile	8.247045873296933
wavelet-LHH	firstorder	Energy	468508.26450916217
wavelet-LHH	firstorder	Entropy	1.0253560920789657
wavelet-LHH	firstorder	InterquartileRange	7.767430407578044
wavelet-LHH	firstorder	Kurtosis	4.456984211039933
wavelet-LHH	firstorder	Maximum	39.438090324232576
wavelet-LHH	firstorder	MeanAbsoluteDeviation	5.046280864704753
wavelet-LHH	firstorder	Mean	0.1942197066575575
wavelet-LHH	firstorder	Median	0.1694349604779215
wavelet-LHH	firstorder	Minimum	-35.63519897789967
wavelet-LHH	firstorder	Range	75.07328930213225
wavelet-LHH	firstorder	RobustMeanAbsoluteDeviation	3.2843669618902926
wavelet-LHH	firstorder	RootMeanSquared	6.697692375637389
wavelet-LHH	firstorder	Skewness	0.11913703212196634
wavelet-LHH	firstorder	TotalEnergy	468508.26450916217
wavelet-LHH	firstorder	Uniformity	0.49768367588969326
wavelet-LHH	firstorder	Variance	44.821361864217074
wavelet-LHH	glcm	Autocorrelation	6.320658573940474
wavelet-LHH	glcm	ClusterProminence	0.5651383952217965
wavelet-LHH	glcm	ClusterShade	-0.00658111058742061
wavelet-LHH	glcm	ClusterTendency	0.5315624364217881
wavelet-LHH	glcm	Contrast	0.48720500887235774
wavelet-LHH	glcm	Correlation	0.04350778456372833
wavelet-LHH	glcm	DifferenceAverage	0.48262975323777074
wavelet-LHH	glcm	DifferenceEntropy	1.0005383903867335
wavelet-LHH	glcm	DifferenceVariance	0.24771027835426546
wavelet-LHH	glcm	Id	0.7594431824197925
wavelet-LHH	glcm	Idm	0.7591426489445734
wavelet-LHH	glcm	Idmn	0.9714227609898726
wavelet-LHH	glcm	Idn	0.9036260454659316
wavelet-LHH	glcm	Imc1	-0.021198041087878653
wavelet-LHH	glcm	Imc2	0.15117116229302466
wavelet-LHH	glcm	InverseVariance	0.47866874935776915
wavelet-LHH	glcm	JointAverage	2.511884332156219
wavelet-LHH	glcm	JointEnergy	0.2546966791709387
wavelet-LHH	glcm	JointEntropy	2.026048659900876
wavelet-LHH	glcm	MCC	0.12749800407161088
wavelet-LHH	glcm	MaximumProbability	0.2846978152921412
wavelet-LHH	glcm	SumAverage	5.023768664312438
wavelet-LHH	glcm	SumEntropy	1.5256757282128024
wavelet-LHH	glcm	SumSquares	0.2546918613235365
wavelet-LHH	gldm	DependenceEntropy	5.021304421892757
wavelet-LHH	gldm	DependenceNonUniformity	738.8973573343546
wavelet-LHH	gldm	DependenceNonUniformityNormalized	0.07074850223423541
wavelet-LHH	gldm	DependenceVariance	16.004831700018233
wavelet-LHH	gldm	GrayLevelNonUniformity	5197.808310991957
wavelet-LHH	gldm	GrayLevelVariance	0.25500826314324937
wavelet-LHH	gldm	HighGrayLevelEmphasis	6.5688433550363845
wavelet-LHH	gldm	LargeDependenceEmphasis	156.9101876675603
wavelet-LHH	gldm	LargeDependenceHighGrayLevelEmphasis	1037.7457870547682
wavelet-LHH	gldm	LargeDependenceLowGrayLevelEmphasis	27.837619419975322
wavelet-LHH	gldm	LowGrayLevelEmphasis	0.17946907315204902
wavelet-LHH	gldm	SmallDependenceEmphasis	0.017914340291521863
wavelet-LHH	gldm	SmallDependenceHighGrayLevelEmphasis	0.11652830139350762
wavelet-LHH	gldm	SmallDependenceLowGrayLevelEmphasis	0.003841238537562005
wavelet-LHH	glrlm	GrayLevelNonUniformity	3012.954531929388
wavelet-LHH	glrlm	GrayLevelNonUniformityNormalized	0.4956989975139839
wavelet-LHH	glrlm	GrayLevelVariance	0.258732353558247
wavelet-LHH	glrlm	HighGrayLevelRunEmphasis	6.546050276389836
wavelet-LHH	glrlm	LongRunEmphasis	4.446373001128522
wavelet-LHH	glrlm	LongRunHighGrayLevelEmphasis	29.26685871815308
wavelet-LHH	glrlm	LongRunLowGrayLevelEmphasis	0.7941751847001568
wavelet-LHH	glrlm	LowGrayLevelRunEmphasis	0.18069636774938908
wavelet-LHH	glrlm	RunEntropy	2.709749448904404
wavelet-LHH	glrlm	RunLengthNonUniformity	2595.807482583251
wavelet-LHH	glrlm	RunLengthNonUniformityNormalized	0.4169011886016682
wavelet-LHH	glrlm	RunPercentage	0.5819093774857849
wavelet-LHH	glrlm	RunVariance	1.28678592421049
wavelet-LHH	glrlm	ShortRunEmphasis	0.6478129642446052
wavelet-LHH	glrlm	ShortRunHighGrayLevelEmphasis	4.2219802767244925
wavelet-LHH	glrlm	ShortRunLowGrayLevelEmphasis	0.11805301568036644
wavelet-LHH	glszm	GrayLevelNonUniformity	31.21978021978022
wavelet-LHH	glszm	GrayLevelNonUniformityNormalized	0.34307450790967275
wavelet-LHH	glszm	GrayLevelVariance	0.6892887332447772
wavelet-LHH	glszm	HighGrayLevelZoneEmphasis	6.857142857142857
wavelet-LHH	glszm	LargeAreaEmphasis	560946.065934066
wavelet-LHH	glszm	LargeAreaHighGrayLevelEmphasis	3729612.6263736263
wavelet-LHH	glszm	LargeAreaLowGrayLevelEmphasis	98963.63827838829
wavelet-LHH	glszm	LowGrayLevelZoneEmphasis	0.24847374847374848
wavelet-LHH	glszm	SizeZoneNonUniformity	25.483516483516482
wavelet-LHH	glszm	SizeZoneNonUniformityNormalized	0.2800386426760053
wavelet-LHH	glszm	SmallAreaEmphasis	0.5334436381923178
wavelet-LHH	glszm	SmallAreaHighGrayLevelEmphasis	3.5466912680286455
wavelet-LHH	glszm	SmallAreaLowGrayLevelEmphasis	0.16022535162522544
wavelet-LHH	glszm	ZoneEntropy	3.996844988454544
wavelet-LHH	glszm	ZonePercentage	0.00871313672922252
wavelet-LHH	glszm	ZoneVariance	547774.0896027051
wavelet-LHH	ngtdm	Busyness	222.33320788026114
wavelet-LHH	ngtdm	Coarseness	0.00040473659982876846
wavelet-LHH	ngtdm	Complexity	3.32611552415045
wavelet-LHH	ngtdm	Contrast	0.020324264244325967
wavelet-LHH	ngtdm	Strength	0.002410998679879705
wavelet-HLL	firstorder	10Percentile	-80.9574945818431
wavelet-HLL	firstorder	90Percentile	49.13848531748944
wavelet-HLL	firstorder	Energy	32872201.900944605
wavelet-HLL	firstorder	Entropy	3.09525385798044
wavelet-HLL	firstorder	InterquartileRange	54.71089803886964
wavelet-HLL	firstorder	Kurtosis	4.903101194690583
wavelet-HLL	firstorder	Maximum	195.72304477129498
wavelet-HLL	firstorder	MeanAbsoluteDeviation	39.94428484908621
wavelet-HLL	firstorder	Mean	-9.930398341892921
wavelet-HLL	firstorder	Median	-3.4379178842964824
wavelet-HLL	firstorder	Minimum	-307.01959237923427
wavelet-HLL	firstorder	Range	502.7426371505293
wavelet-HLL	firstorder	RobustMeanAbsoluteDeviation	23.928162886727016
wavelet-HLL	firstorder	RootMeanSquared	56.1023387647436
wavelet-HLL	firstorder	Skewness	-0.7541997450030891
wavelet-HLL	firstorder	TotalEnergy	32872201.900944605
wavelet-HLL	firstorder	Uniformity	0.15530790980797296
wavelet-HLL	firstorder	Variance	3048.859603645383
wavelet-HLL	glcm	Autocorrelation	174.20647119524457
wavelet-HLL	glcm	ClusterProminence	752.425873034181
wavelet-HLL	glcm	ClusterShade	-35.893662398787825
wavelet-HLL	glcm	ClusterTendency	11.120115281979709
wavelet-HLL	glcm	Contrast	7.05372386667866
wavelet-HLL	glcm	Correlation	0.2051631951923771
wavelet-HLL	glcm	DifferenceAverage	1.7908833568340723
wavelet-HLL	glcm	DifferenceEntropy	2.482951268203725
wavelet-HLL	glcm	DifferenceVariance	3.6087495798913287
wavelet-HLL	glcm	Id	0.5167853360451877
wavelet-HLL	glcm	Idm	0.46106738686286064
wavelet-HLL	glcm	Idmn	0.98544028964913
wavelet-HLL	glcm	Idn	0.9273380827726829
wavelet-HLL	glcm	Imc1	-0.0874517642343468
wavelet-HLL	glcm	Imc2	0.557702463684464
wavelet-HLL	glcm	InverseVariance	0.4074779651948882
