Image type	Feature Class	Feature Name	ROI_segment_Mass
original	firstorder	Entropy	3.745646773221535
original	firstorder	InterquartileRange	91.0
original	firstorder	Kurtosis	4.401779075387066
original	firstorder	Maximum	635.0
original	firstorder	MeanAbsoluteDeviation	63.11265507005509
original	firstorder	Mean	358.24092121460814
original	firstorder	Median	363.0
original	firstorder	Minimum	-11.0
original	firstorder	Range	646.0
original	firstorder	RobustMeanAbsoluteDeviation	39.42609632109496
original	firstorder	RootMeanSquared	368.31711246204117
original	firstorder	Skewness	-0.6535500017166553
original	firstorder	TotalEnergy	2644778529.0
original	firstorder	Uniformity	0.09489909464925646
original	firstorder	Variance	7320.937699684805
original	glcm	Autocorrelation	269.09013471921537
original	glcm	ClusterProminence	4691.466486549017
original	glcm	ClusterShade	-58.76988946943662
original	glcm	ClusterTendency	33.50474237384827
original	glcm	Contrast	5.873429365879546
original	glcm	Correlation	0.6986969705290463
original	glcm	DifferenceAverage	1.6441302383100764
original	glcm	DifferenceEntropy	2.388512958465995
original	glcm	DifferenceVariance	3.088789708525209
original	glcm	Id	0.5249259640665414
original	glcm	Idm	0.4710684788913586
original	glcm	Idmn	0.9923919065452911
original	glcm	Idn	0.9458226870303972
original	glcm	Imc1	-0.1854024597830564
original	glcm	Imc2	0.8432036965006703
original	glcm	InverseVariance	0.42960711711954
original	glcm	JointAverage	16.191964930480378
original	glcm	JointEnergy	0.017675694869229656
original	glcm	JointEntropy	6.5925906756482595
original	glcm	MCC	0.7900348778459245
original	glcm	MaximumProbability	0.04573124075541241
original	glcm	SumAverage	32.38392986096075
original	glcm	SumEntropy	4.524712352955685
original	glcm	SumSquares	9.844542934931955
original	gldm	DependenceEntropy	7.259081629982481
original	gldm	DependenceNonUniformity	1615.0425728354535
original	gldm	DependenceNonUniformityNormalized	0.08283968879952058
original	gldm	DependenceVariance	12.276731438992188
original	gldm	GrayLevelNonUniformity	1850.1527492819039
original	gldm	GrayLevelVariance	11.79666870630239
original	gldm	HighGrayLevelEmphasis	263.000307755437
original	gldm	LargeDependenceEmphasis	50.56093557652852
original	gldm	LargeDependenceHighGrayLevelEmphasis	14735.55898645876
original	gldm	LargeDependenceLowGrayLevelEmphasis	0.19432693395506223
original	gldm	LowGrayLevelEmphasis	0.005469726100709941
original	gldm	SmallDependenceEmphasis	0.12099801311035865
original	gldm	SmallDependenceHighGrayLevelEmphasis	24.023978856950535
original	gldm	SmallDependenceLowGrayLevelEmphasis	0.0013637620554775539
original	glrlm	GrayLevelNonUniformity	1410.66388603027
original	glrlm	GrayLevelNonUniformityNormalized	0.09034776165000948
original	glrlm	GrayLevelVariance	12.718863585640475
original	glrlm	HighGrayLevelRunEmphasis	257.2618621400816
original	glrlm	LongRunEmphasis	1.9601920299136852
original	glrlm	LongRunHighGrayLevelEmphasis	533.0673056541134
original	glrlm	LongRunLowGrayLevelEmphasis	0.009654019714407443
original	glrlm	LowGrayLevelRunEmphasis	0.0058338171468483475
original	glrlm	RunEntropy	4.673982357509508
original	glrlm	RunLengthNonUniformity	10682.70718463335
original	glrlm	RunLengthNonUniformityNormalized	0.6804373174131364
original	glrlm	RunPercentage	0.8004837284176634
original	glrlm	RunVariance	0.37366191648294317
original	glrlm	ShortRunEmphasis	0.8502418574755979
original	glrlm	ShortRunHighGrayLevelEmphasis	214.8214045170829
original	glrlm	ShortRunLowGrayLevelEmphasis	0.005215230339578689
original	glszm	GrayLevelNonUniformity	136.27882037533513
original	glszm	GrayLevelNonUniformityNormalized	0.06089312796038209
original	glszm	GrayLevelVariance	21.694357394935633
original	glszm	HighGrayLevelZoneEmphasis	179.8941018766756
original	glszm	LargeAreaEmphasis	10390.877569258266
original	glszm	LargeAreaHighGrayLevelEmphasis	2795095.965147453
original	glszm	LargeAreaLowGrayLevelEmphasis	39.912888984217716
original	glszm	LowGrayLevelZoneEmphasis	0.012906459772384749
original	glszm	SizeZoneNonUniformity	863.4772117962466
original	glszm	SizeZoneNonUniformityNormalized	0.3858253850742836
original	glszm	SmallAreaEmphasis	0.6446469274204126
original	glszm	SmallAreaHighGrayLevelEmphasis	109.78602673619531
original	glszm	SmallAreaLowGrayLevelEmphasis	0.009351183914126157
original	glszm	ZoneEntropy	6.229569914564182
original	glszm	ZonePercentage	0.11479277800574476
original	glszm	ZoneVariance	10314.98996055619
original	ngtdm	Busyness	3.048265393627595
original	ngtdm	Coarseness	0.0005855764062759308
original	ngtdm	Complexity	357.90558249150735
original	ngtdm	Contrast	0.03904834314749018
original	ngtdm	Strength	0.18090310502678122
wavelet-LLH	firstorder	10Percentile	-32.05530133646164
wavelet-LLH	firstorder	90Percentile	15.347066541747047
wavelet-LLH	firstorder	Energy	9425543.866702141
wavelet-LLH	firstorder	Entropy	1.8229956426970437
wavelet-LLH	firstorder	InterquartileRange	21.48531070866479
wavelet-LLH	firstorder	Kurtosis	5.332190666972207
wavelet-LLH	firstorder	Maximum	110.48866846620132
wavelet-LLH	firstorder	MeanAbsoluteDeviation	15.24589335104538
wavelet-LLH	firstorder	Mean	-6.2036408707092665
wavelet-LLH	firstorder	Median	-3.8836380692354213
wavelet-LLH	firstorder	Minimum	-121.32041626701762
wavelet-LLH	firstorder	Range	231.80908473321892
wavelet-LLH	firstorder	RobustMeanAbsoluteDeviation	9.26150197044722
wavelet-LLH	firstorder	RootMeanSquared	21.987732836665558
wavelet-LLH	firstorder	Skewness	-0.6932079263177227
wavelet-LLH	firstorder	TotalEnergy	9425543.866702141
wavelet-LLH	firstorder	Uniformity	0.3499016517008255
wavelet-LLH	firstorder	Variance	444.97523524384644
wavelet-LLH	glcm	Autocorrelation	27.81087311211053
wavelet-LLH	glcm	ClusterProminence	24.092645311378984
wavelet-LLH	glcm	ClusterShade	-2.6092602029607908
wavelet-LLH	glcm	ClusterTendency	2.1747467604852697
wavelet-LLH	glcm	Contrast	0.8684819880312821
wavelet-LLH	glcm	Correlation	0.4274640533142736
wavelet-LLH	glcm	DifferenceAverage	0.6055946450149944
wavelet-LLH	glcm	DifferenceEntropy	1.3856664898115634
wavelet-LLH	glcm	DifferenceVariance	0.4945804851801203
wavelet-LLH	glcm	Id	0.7336416757142529
wavelet-LLH	glcm	Idm	0.7225658580083958
wavelet-LLH	glcm	Idmn	0.991672896982768
wavelet-LLH	glcm	Idn	0.9468207161346738
wavelet-LLH	glcm	Imc1	-0.10588712080840616
wavelet-LLH	glcm	Imc2	0.5362462327787413
wavelet-LLH	glcm	InverseVariance	0.4387755399235512
wavelet-LLH	glcm	JointAverage	5.242546333903518
wavelet-LLH	glcm	JointEnergy	0.15410943958663903
wavelet-LLH	glcm	JointEntropy	3.362817064316094
wavelet-LLH	glcm	MCC	0.4940145810521028
wavelet-LLH	glcm	MaximumProbability	0.26903106120857384
wavelet-LLH	glcm	SumAverage	10.485092667807036
wavelet-LLH	glcm	SumEntropy	2.4890761932915315
wavelet-LLH	glcm	SumSquares	0.760807187129138
wavelet-LLH	gldm	DependenceEntropy	6.006975490585049
wavelet-LLH	gldm	DependenceNonUniformity	955.8921830118999
wavelet-LLH	gldm	DependenceNonUniformityNormalized	0.04903016941997845
wavelet-LLH	gldm	DependenceVariance	30.47708978401807
wavelet-LLH	gldm	GrayLevelNonUniformity	6821.682601559294
wavelet-LLH	gldm	GrayLevelVariance	0.8040918776264029
wavelet-LLH	gldm	HighGrayLevelEmphasis	28.41562371768568
wavelet-LLH	gldm	LargeDependenceEmphasis	173.46696758309398
wavelet-LLH	gldm	LargeDependenceHighGrayLevelEmphasis	4979.188602790316
wavelet-LLH	gldm	LargeDependenceLowGrayLevelEmphasis	6.433563552814303
wavelet-LLH	gldm	LowGrayLevelEmphasis	0.0415958496790447
wavelet-LLH	gldm	SmallDependenceEmphasis	0.031013652519791934
wavelet-LLH	gldm	SmallDependenceHighGrayLevelEmphasis	0.9734723408828901
wavelet-LLH	gldm	SmallDependenceLowGrayLevelEmphasis	0.0017256480068098068
wavelet-LLH	glrlm	GrayLevelNonUniformity	3400.877522918673
wavelet-LLH	glrlm	GrayLevelNonUniformityNormalized	0.3011088519732019
wavelet-LLH	glrlm	GrayLevelVariance	1.0413664390082162
wavelet-LLH	glrlm	HighGrayLevelRunEmphasis	28.30225935519119
wavelet-LLH	glrlm	LongRunEmphasis	4.7311638714930755
wavelet-LLH	glrlm	LongRunHighGrayLevelEmphasis	135.0326066350882
wavelet-LLH	glrlm	LongRunLowGrayLevelEmphasis	0.18436527564927904
wavelet-LLH	glrlm	LowGrayLevelRunEmphasis	0.04408755363051343
wavelet-LLH	glrlm	RunEntropy	3.6559126094012933
wavelet-LLH	glrlm	RunLengthNonUniformity	4926.874446834485
wavelet-LLH	glrlm	RunLengthNonUniformityNormalized	0.4302397968896096
wavelet-LLH	glrlm	RunPercentage	0.5785447113411825
wavelet-LLH	glrlm	RunVariance	1.6210685919629195
wavelet-LLH	glrlm	ShortRunEmphasis	0.6743064158240342
wavelet-LLH	glrlm	ShortRunHighGrayLevelEmphasis	19.040179953217084
wavelet-LLH	glrlm	ShortRunLowGrayLevelEmphasis	0.031246618039886282
wavelet-LLH	glszm	GrayLevelNonUniformity	94.20527306967985
wavelet-LLH	glszm	GrayLevelNonUniformityNormalized	0.1774110603948773
wavelet-LLH	glszm	GrayLevelVariance	3.45430751061317
wavelet-LLH	glszm	HighGrayLevelZoneEmphasis	33.36346516007533
wavelet-LLH	glszm	LargeAreaEmphasis	235510.13559322033
wavelet-LLH	glszm	LargeAreaHighGrayLevelEmphasis	6805493.790960452
wavelet-LLH	glszm	LargeAreaLowGrayLevelEmphasis	8443.865457670947
wavelet-LLH	glszm	LowGrayLevelZoneEmphasis	0.06488771441477476
wavelet-LLH	glszm	SizeZoneNonUniformity	116.78154425612053
wavelet-LLH	glszm	SizeZoneNonUniformityNormalized	0.21992757863676182
wavelet-LLH	glszm	SmallAreaEmphasis	0.46624012269097237
wavelet-LLH	glszm	SmallAreaHighGrayLevelEmphasis	16.389140401071952
wavelet-LLH	glszm	SmallAreaLowGrayLevelEmphasis	0.02895570660199365
wavelet-LLH	glszm	ZoneEntropy	5.472428537821294
wavelet-LLH	glszm	ZonePercentage	0.02723635617562577
wavelet-LLH	glszm	ZoneVariance	234162.0980419278
wavelet-LLH	ngtdm	Busyness	33.785423810042325
wavelet-LLH	ngtdm	Coarseness	0.00038568099261335973
wavelet-LLH	ngtdm	Complexity	21.683688885108047
wavelet-LLH	ngtdm	Contrast	0.008541174141048583
wavelet-LLH	ngtdm	Strength	0.019560611331823338
wavelet-LHL	firstorder	10Percentile	-61.48187787339255
wavelet-LHL	firstorder	90Percentile	40.72794553453646
wavelet-LHL	firstorder	Energy	43191376.49141688
wavelet-LHL	firstorder	Entropy	2.8506285251807357
wavelet-LHL	firstorder	InterquartileRange	49.63712775347813
wavelet-LHL	firstorder	Kurtosis	6.480855701119666
wavelet-LHL	firstorder	Maximum	277.82447862409015
wavelet-LHL	firstorder	MeanAbsoluteDeviation	33.40584873382172
wavelet-LHL	firstorder	Mean	-9.493075510873888
wavelet-LHL	firstorder	Median	-5.898104225323262
wavelet-LHL	firstorder	Minimum	-298.0642237785577
wavelet-LHL	firstorder	Range	575.8887024026478
wavelet-LHL	firstorder	RobustMeanAbsoluteDeviation	20.900670800939544
wavelet-LHL	firstorder	RootMeanSquared	47.06800213042286
wavelet-LHL	firstorder	Skewness	-0.8013468110692001
wavelet-LHL	firstorder	TotalEnergy	43191376.49141688
wavelet-LHL	firstorder	Uniformity	0.17773421089586422
wavelet-LHL	firstorder	Variance	2125.2783418943377
wavelet-LHL	glcm	Autocorrelation	148.01749857067415
wavelet-LHL	glcm	ClusterProminence	413.28155282463683
wavelet-LHL	glcm	ClusterShade	-21.773097707959113
wavelet-LHL	glcm	ClusterTendency	7.615261989734871
wavelet-LHL	glcm	Contrast	5.160861658040393
wavelet-LHL	glcm	Correlation	0.18389277303622928
wavelet-LHL	glcm	DifferenceAverage	1.6223626453568785
wavelet-LHL	glcm	DifferenceEntropy	2.3240628113978667
wavelet-LHL	glcm	DifferenceVariance	2.3750198068499504
wavelet-LHL	glcm	Id	0.517336016767014
wavelet-LHL	glcm	Idm	0.4602184320415739
wavelet-LHL	glcm	Idmn	0.9914882520889778
wavelet-LHL	glcm	Idn	0.9399444098858033
wavelet-LHL	glcm	Imc1	-0.06054274344125215
wavelet-LHL	glcm	Imc2	0.4299214181247263
wavelet-LHL	glcm	InverseVariance	0.4245125994488824
wavelet-LHL	glcm	JointAverage	12.140976670906266
wavelet-LHL	glcm	JointEnergy	0.039768623034403615
wavelet-LHL	glcm	JointEntropy	5.41212575796933
wavelet-LHL	glcm	MCC	0.3858629526557865
wavelet-LHL	glcm	MaximumProbability	0.08291843070223343
wavelet-LHL	glcm	SumAverage	24.28195334181252
wavelet-LHL	glcm	SumEntropy	3.364699099104722
wavelet-LHL	glcm	SumSquares	3.194030911943817
wavelet-LHL	gldm	DependenceEntropy	6.163211969881526
wavelet-LHL	gldm	DependenceNonUniformity	1720.1861920393926
wavelet-LHL	gldm	DependenceNonUniformityNormalized	0.08823277554572183
wavelet-LHL	gldm	DependenceVariance	11.383965918579472
wavelet-LHL	gldm	GrayLevelNonUniformity	3465.1061756257695
wavelet-LHL	gldm	GrayLevelVariance	3.487298973946488
wavelet-LHL	gldm	HighGrayLevelEmphasis	150.41711120229792
wavelet-LHL	gldm	LargeDependenceEmphasis	47.03887977020927
wavelet-LHL	gldm	LargeDependenceHighGrayLevelEmphasis	7180.505129257283
wavelet-LHL	gldm	LargeDependenceLowGrayLevelEmphasis	0.32055122675958064
wavelet-LHL	gldm	LowGrayLevelEmphasis	0.008085372527386545
wavelet-LHL	gldm	SmallDependenceEmphasis	0.11176173309105077
wavelet-LHL	gldm	SmallDependenceHighGrayLevelEmphasis	16.71629553272334
wavelet-LHL	gldm	SmallDependenceLowGrayLevelEmphasis	0.0013665184613702991
wavelet-LHL	glrlm	GrayLevelNonUniformity	2577.339631786511
wavelet-LHL	glrlm	GrayLevelNonUniformityNormalized	0.16340530652808163
wavelet-LHL	glrlm	GrayLevelVariance	3.9526207890908776
wavelet-LHL	glrlm	HighGrayLevelRunEmphasis	150.0102974234756
wavelet-LHL	glrlm	LongRunEmphasis	1.9435054664315379
wavelet-LHL	glrlm	LongRunHighGrayLevelEmphasis	293.6721371193849
wavelet-LHL	glrlm	LongRunLowGrayLevelEmphasis	0.014910347275074794
wavelet-LHL	glrlm	LowGrayLevelRunEmphasis	0.008351312407142578
wavelet-LHL	glrlm	RunEntropy	3.776483282204631
wavelet-LHL	glrlm	RunLengthNonUniformity	11061.61221180855
wavelet-LHL	glrlm	RunLengthNonUniformityNormalized	0.6939936990220382
wavelet-LHL	glrlm	RunPercentage	0.8088010163820587
wavelet-LHL	glrlm	RunVariance	0.36835595658606124
wavelet-LHL	glrlm	ShortRunEmphasis	0.8560069548822875
wavelet-LHL	glrlm	ShortRunHighGrayLevelEmphasis	128.15357604089735
wavelet-LHL	glrlm	ShortRunLowGrayLevelEmphasis	0.007330069829254543
wavelet-LHL	glszm	GrayLevelNonUniformity	203.6436244745446
wavelet-LHL	glszm	GrayLevelNonUniformityNormalized	0.09511612539679803
wavelet-LHL	glszm	GrayLevelVariance	12.095972823029218
wavelet-LHL	glszm	HighGrayLevelZoneEmphasis	148.53059318075665
wavelet-LHL	glszm	LargeAreaEmphasis	22615.165810368988
wavelet-LHL	glszm	LargeAreaHighGrayLevelEmphasis	3436226.1046240074
wavelet-LHL	glszm	LargeAreaLowGrayLevelEmphasis	150.66340718545786
wavelet-LHL	glszm	LowGrayLevelZoneEmphasis	0.013675534198369442
wavelet-LHL	glszm	SizeZoneNonUniformity	628.3937412424101
wavelet-LHL	glszm	SizeZoneNonUniformityNormalized	0.2935047833920645
wavelet-LHL	glszm	SmallAreaEmphasis	0.5512354836821712
wavelet-LHL	glszm	SmallAreaHighGrayLevelEmphasis	83.53759964401553
wavelet-LHL	glszm	SmallAreaLowGrayLevelEmphasis	0.008293461416149646
wavelet-LHL	glszm	ZoneEntropy	6.076749881357382
wavelet-LHL	glszm	ZonePercentage	0.10981739844070579
wavelet-LHL	glszm	ZoneVariance	22532.246115027858
wavelet-LHL	ngtdm	Busyness	6.564973538049506
wavelet-LHL	ngtdm	Coarseness	0.0003340948588015541
wavelet-LHL	ngtdm	Complexity	332.12475235374137
wavelet-LHL	ngtdm	Contrast	0.015791270338194167
wavelet-LHL	ngtdm	Strength	0.10154634992276673
wavelet-LHH	firstorder	10Percentile	-10.478807531694658
wavelet-LHH	firstorder	90Percentile	11.741135182215363
wavelet-LHH	firstorder	Energy	1794510.5978732673
wavelet-LHH	firstorder	Entropy	1.1478159752736634
wavelet-LHH	firstorder	InterquartileRange	11.006526871080332
wavelet-LHH	firstorder	Kurtosis	5.338089253866459
wavelet-LHH	firstorder	Maximum	58.68086027467257
wavelet-LHH	firstorder	MeanAbsoluteDeviation	7.133346902907712
wavelet-LHH	firstorder	Mean	0.5523871112699702
wavelet-LHH	firstorder	Median	0.24509478988522176
wavelet-LHH	firstorder	Minimum	-59.46420869470168
wavelet-LHH	firstorder	Range	118.14506896937425
wavelet-LHH	firstorder	RobustMeanAbsoluteDeviation	4.621902734502244
wavelet-LHH	firstorder	RootMeanSquared	9.594011962959376
wavelet-LHH	firstorder	Skewness	0.30759968745262195
wavelet-LHH	firstorder	TotalEnergy	1794510.5978732673
wavelet-LHH	firstorder	Uniformity	0.4796862679364045
wavelet-LHH	firstorder	Variance	91.73993402471048
wavelet-LHH	glcm	Autocorrelation	12.376359490270106
wavelet-LHH	glcm	ClusterProminence	0.9288756171112821
wavelet-LHH	glcm	ClusterShade	0.037797932804602204
wavelet-LHH	glcm	ClusterTendency	0.5827461067042745
wavelet-LHH	glcm	Contrast	0.5641991197245901
wavelet-LHH	glcm	Correlation	0.015531890618528277
wavelet-LHH	glcm	DifferenceAverage	0.5276846157296896
wavelet-LHH	glcm	DifferenceEntropy	1.0888814522708956
wavelet-LHH	glcm	DifferenceVariance	0.2790957606709842
wavelet-LHH	glcm	Id	0.7418837703326491
wavelet-LHH	glcm	Idm	0.7397969352570583
wavelet-LHH	glcm	Idmn	0.9849279700342513
wavelet-LHH	glcm	Idn	0.9252509891675748
wavelet-LHH	glcm	Imc1	-0.023119970648528245
wavelet-LHH	glcm	Imc2	0.18614820272953517
wavelet-LHH	glcm	InverseVariance	0.4990454636369054
wavelet-LHH	glcm	JointAverage	3.5173451279312147
wavelet-LHH	glcm	JointEnergy	0.239596528292248
wavelet-LHH	glcm	JointEntropy	2.2331493462398897
wavelet-LHH	glcm	MCC	0.16337396888197506
wavelet-LHH	glcm	MaximumProbability	0.27259687615265343
wavelet-LHH	glcm	SumAverage	7.03469025586243
wavelet-LHH	glcm	SumEntropy	1.6202214195796896
wavelet-LHH	glcm	SumSquares	0.28673630660721616
wavelet-LHH	gldm	DependenceEntropy	4.941409323092206
wavelet-LHH	gldm	DependenceNonUniformity	1533.2860073861304
wavelet-LHH	gldm	DependenceNonUniformityNormalized	0.07864618421143468
wavelet-LHH	gldm	DependenceVariance	13.685096436772108
wavelet-LHH	gldm	GrayLevelNonUniformity	9351.963479688142
wavelet-LHH	gldm	GrayLevelVariance	0.2933113027488441
wavelet-LHH	gldm	HighGrayLevelEmphasis	12.681934755847353
wavelet-LHH	gldm	LargeDependenceEmphasis	151.34048009848175
wavelet-LHH	gldm	LargeDependenceHighGrayLevelEmphasis	1912.3776672137874
wavelet-LHH	gldm	LargeDependenceLowGrayLevelEmphasis	13.005104907559387
wavelet-LHH	gldm	LowGrayLevelEmphasis	0.08695548659554098
wavelet-LHH	gldm	SmallDependenceEmphasis	0.020152287793943006
wavelet-LHH	gldm	SmallDependenceHighGrayLevelEmphasis	0.27456748384507673
wavelet-LHH	gldm	SmallDependenceLowGrayLevelEmphasis	0.002253918115687806
wavelet-LHH	glrlm	GrayLevelNonUniformity	5355.832152140574
wavelet-LHH	glrlm	GrayLevelNonUniformityNormalized	0.4676173616109321
wavelet-LHH	glrlm	GrayLevelVariance	0.319905017346016
wavelet-LHH	glrlm	HighGrayLevelRunEmphasis	12.714672724718989
wavelet-LHH	glrlm	LongRunEmphasis	4.319659041613879
wavelet-LHH	glrlm	LongRunHighGrayLevelEmphasis	54.663539188581396
wavelet-LHH	glrlm	LongRunLowGrayLevelEmphasis	0.3731064038697915
wavelet-LHH	glrlm	LowGrayLevelRunEmphasis	0.0876165051388181
wavelet-LHH	glrlm	RunEntropy	2.852195059514857
wavelet-LHH	glrlm	RunLengthNonUniformity	4904.6796871907045
wavelet-LHH	glrlm	RunLengthNonUniformityNormalized	0.4203420116988608
wavelet-LHH	glrlm	RunPercentage	0.5872052649853224
wavelet-LHH	glrlm	RunVariance	1.2503785117068287
wavelet-LHH	glrlm	ShortRunEmphasis	0.6530830443966307
wavelet-LHH	glrlm	ShortRunHighGrayLevelEmphasis	8.329634161431056
wavelet-LHH	glrlm	ShortRunLowGrayLevelEmphasis	0.0577353668929194
wavelet-LHH	glszm	GrayLevelNonUniformity	75.2928870292887
wavelet-LHH	glszm	GrayLevelNonUniformityNormalized	0.31503300012254687
wavelet-LHH	glszm	GrayLevelVariance	1.9381663486283507
wavelet-LHH	glszm	HighGrayLevelZoneEmphasis	15.372384937238493
wavelet-LHH	glszm	LargeAreaEmphasis	755976.2510460251
wavelet-LHH	glszm	LargeAreaHighGrayLevelEmphasis	9547754.849372385
wavelet-LHH	glszm	LargeAreaLowGrayLevelEmphasis	64942.50673988842
wavelet-LHH	glszm	LowGrayLevelZoneEmphasis	0.13073221757322176
wavelet-LHH	glszm	SizeZoneNonUniformity	89.93723849372385
wavelet-LHH	glszm	SizeZoneNonUniformityNormalized	0.37630643721223367
wavelet-LHH	glszm	SmallAreaEmphasis	0.6295440450114137
wavelet-LHH	glszm	SmallAreaHighGrayLevelEmphasis	9.06331196396921
wavelet-LHH	glszm	SmallAreaLowGrayLevelEmphasis	0.09308286224975985
wavelet-LHH	glszm	ZoneEntropy	3.749210830884924
wavelet-LHH	glszm	ZonePercentage	0.01225892490767337
wavelet-LHH	glszm	ZoneVariance	749322.0605381557
wavelet-LHH	ngtdm	Busyness	161.3601237009623
wavelet-LHH	ngtdm	Coarseness	0.0002160260037358284
wavelet-LHH	ngtdm	Complexity	8.563347353172883
wavelet-LHH	ngtdm	Contrast	0.010063008747853486
wavelet-LHH	ngtdm	Strength	0.003839725950708752
wavelet-HLL	firstorder	10Percentile	-101.81339888581991
wavelet-HLL	firstorder	90Percentile	68.05760977872451
wavelet-HLL	firstorder	Energy	152078706.02878183
wavelet-HLL	firstorder	Entropy	3.623223635120382
wavelet-HLL	firstorder	InterquartileRange	72.18130342848994
wavelet-HLL	firstorder	Kurtosis	7.085740653641391
wavelet-HLL	firstorder	Maximum	434.40830431652773
wavelet-HLL	firstorder	MeanAbsoluteDeviation	58.06886252404175
wavelet-HLL	firstorder	Mean	-12.115156217530995
wavelet-HLL	firstorder	Median	-8.371380046614998
wavelet-HLL	firstorder	Minimum	-530.8336277864314
wavelet-HLL	firstorder	Range	965.2419321029591
wavelet-HLL	firstorder	RobustMeanAbsoluteDeviation	31.64153162125218
wavelet-HLL	firstorder	RootMeanSquared	88.3204851985246
wavelet-HLL	firstorder	Skewness	-0.21198040779759003
wavelet-HLL	firstorder	TotalEnergy	152078706.02878183
wavelet-HLL	firstorder	Uniformity	0.1158837712404291
wavelet-HLL	firstorder	Variance	7653.731095527622
wavelet-HLL	glcm	Autocorrelation	483.6912291900027
wavelet-HLL	glcm	ClusterProminence	5226.774532101069
wavelet-HLL	glcm	ClusterShade	-67.84468634630917
wavelet-HLL	glcm	ClusterTendency	24.31451714926354
wavelet-HLL	glcm	Contrast	18.467726022247888
wavelet-HLL	glcm	Correlation	0.11431485991355549
wavelet-HLL	glcm	DifferenceAverage	2.6837664468190123
wavelet-HLL	glcm	DifferenceEntropy	2.9413455087459983
wavelet-HLL	glcm	DifferenceVariance	10.54999610465089
wavelet-HLL	glcm	Id	0.4436012431379894
wavelet-HLL	glcm	Idm	0.3746146757497393
wavelet-HLL	glcm	Idmn	0.9896807745079863
wavelet-HLL	glcm	Idn	0.9419009541702125
wavelet-HLL	glcm	Imc1	-0.09228606633216627
wavelet-HLL	glcm	Imc2	0.5984732213481982
