Image type	Feature Class	Feature Name	ROI_segment_Mass
original	firstorder	InterquartileRange	119.0
original	firstorder	Kurtosis	3.4603723026545508
original	firstorder	Maximum	725.0
original	firstorder	MeanAbsoluteDeviation	80.46081234596573
original	firstorder	Mean	363.36372064276884
original	firstorder	Median	375.0
original	firstorder	Minimum	26.0
original	firstorder	Range	699.0
original	firstorder	RobustMeanAbsoluteDeviation	51.94991929633373
original	firstorder	RootMeanSquared	378.4271561956852
original	firstorder	Skewness	-0.5141999218073959
original	firstorder	TotalEnergy	2317091081.0
original	firstorder	Uniformity	0.07484595427521959
original	firstorder	Variance	11173.919066997361
original	glcm	Autocorrelation	222.88818180809307
original	glcm	ClusterProminence	9599.290546497865
original	glcm	ClusterShade	-171.9424121111712
original	glcm	ClusterTendency	50.71056095907608
original	glcm	Contrast	9.4246558550667
original	glcm	Correlation	0.6836413443795664
original	glcm	DifferenceAverage	2.086279035757385
original	glcm	DifferenceEntropy	2.695879062687093
original	glcm	DifferenceVariance	4.94005912435697
original	glcm	Id	0.48138527294796724
original	glcm	Idm	0.4184032808974469
original	glcm	Idmn	0.9895515287611019
original	glcm	Idn	0.9371937354619566
original	glcm	Imc1	-0.15979443697106482
original	glcm	Imc2	0.8252723270585393
original	glcm	InverseVariance	0.3874706884478545
original	glcm	JointAverage	14.579363161574783
original	glcm	JointEnergy	0.012039108100277147
original	glcm	JointEntropy	7.238843334204881
original	glcm	MCC	0.7029175875247105
original	glcm	MaximumProbability	0.031047294341241392
original	glcm	SumAverage	29.158726323149565
original	glcm	SumEntropy	4.8224729527793695
original	glcm	SumSquares	15.033804203535691
original	gldm	DependenceEntropy	7.4957620000503375
original	gldm	DependenceNonUniformity	1443.2248454882572
original	gldm	DependenceNonUniformityNormalized	0.08919807450483666
original	gldm	DependenceVariance	12.676205176315277
original	gldm	GrayLevelNonUniformity	1211.0075401730533
original	gldm	GrayLevelVariance	17.963737415601063
original	gldm	HighGrayLevelEmphasis	215.5190976514215
original	gldm	LargeDependenceEmphasis	45.16761433868974
original	gldm	LargeDependenceHighGrayLevelEmphasis	10308.303770086526
original	gldm	LargeDependenceLowGrayLevelEmphasis	0.2595885825941089
original	gldm	LowGrayLevelEmphasis	0.011170803079230355
original	gldm	SmallDependenceEmphasis	0.14241508829177638
original	gldm	SmallDependenceHighGrayLevelEmphasis	24.4919919934724
original	gldm	SmallDependenceLowGrayLevelEmphasis	0.003568527944424784
original	glrlm	GrayLevelNonUniformity	927.7465779930546
original	glrlm	GrayLevelNonUniformityNormalized	0.06995384379376819
original	glrlm	GrayLevelVariance	19.613185881653763
original	glrlm	HighGrayLevelRunEmphasis	212.5467452377606
original	glrlm	LongRunEmphasis	1.8381182499960191
original	glrlm	LongRunHighGrayLevelEmphasis	403.69598167619955
original	glrlm	LongRunLowGrayLevelEmphasis	0.017489279575508544
original	glrlm	LowGrayLevelRunEmphasis	0.012218347510181157
original	glrlm	RunEntropy	4.922450020134291
original	glrlm	RunLengthNonUniformity	9457.704339540609
original	glrlm	RunLengthNonUniformityNormalized	0.7106579685638181
original	glrlm	RunPercentage	0.8192260150232956
original	glrlm	RunVariance	0.33223553134333755
original	glrlm	ShortRunEmphasis	0.8675025579338811
original	glrlm	ShortRunHighGrayLevelEmphasis	182.17181336477614
original	glrlm	ShortRunLowGrayLevelEmphasis	0.011319339185361313
original	glszm	GrayLevelNonUniformity	120.02978723404256
original	glszm	GrayLevelNonUniformityNormalized	0.05107650520597556
original	glszm	GrayLevelVariance	31.955937347215936
original	glszm	HighGrayLevelZoneEmphasis	160.0212765957447
original	glszm	LargeAreaEmphasis	5070.7353191489365
original	glszm	LargeAreaHighGrayLevelEmphasis	1163618.5765957446
original	glszm	LargeAreaLowGrayLevelEmphasis	23.268089802296235
original	glszm	LowGrayLevelZoneEmphasis	0.028707730967313036
original	glszm	SizeZoneNonUniformity	802.9991489361702
original	glszm	SizeZoneNonUniformityNormalized	0.3417017655047533
original	glszm	SmallAreaEmphasis	0.6046927790984081
original	glszm	SmallAreaHighGrayLevelEmphasis	91.79059352616254
original	glszm	SmallAreaLowGrayLevelEmphasis	0.019383285329648028
original	glszm	ZoneEntropy	6.625482134152984
original	glszm	ZonePercentage	0.14524103831891225
original	glszm	ZoneVariance	5023.330629244003
original	ngtdm	Busyness	2.716755848791143
original	ngtdm	Coarseness	0.0007332839740585462
original	ngtdm	Complexity	502.70150326784733
original	ngtdm	Contrast	0.06375441102520726
original	ngtdm	Strength	0.22105296039848502
wavelet-LLH	firstorder	10Percentile	-34.01131854148778
wavelet-LLH	firstorder	90Percentile	23.586243492678435
wavelet-LLH	firstorder	Energy	9832701.563709274
wavelet-LLH	firstorder	Entropy	2.0391773766391474
wavelet-LLH	firstorder	InterquartileRange	27.44673193842346
wavelet-LLH	firstorder	Kurtosis	4.5532043434235225
wavelet-LLH	firstorder	Maximum	117.50435387924593
wavelet-LLH	firstorder	MeanAbsoluteDeviation	18.152155233548697
wavelet-LLH	firstorder	Mean	-3.829770992351826
wavelet-LLH	firstorder	Median	-2.6323767166807652
wavelet-LLH	firstorder	Minimum	-125.71495638290298
wavelet-LLH	firstorder	Range	243.2193102621489
wavelet-LLH	firstorder	RobustMeanAbsoluteDeviation	11.59024607697757
wavelet-LLH	firstorder	RootMeanSquared	24.651716824190036
wavelet-LLH	firstorder	Skewness	-0.1862588346155185
wavelet-LLH	firstorder	TotalEnergy	9832701.563709274
wavelet-LLH	firstorder	Uniformity	0.30130076350573964
wavelet-LLH	firstorder	Variance	593.0399965261946
wavelet-LLH	glcm	Autocorrelation	40.508774862297734
wavelet-LLH	glcm	ClusterProminence	32.82080648278354
wavelet-LLH	glcm	ClusterShade	-1.2977460530183285
wavelet-LLH	glcm	ClusterTendency	2.679446331895161
wavelet-LLH	glcm	Contrast	1.1886945112390401
wavelet-LLH	glcm	Correlation	0.38251810866774527
wavelet-LLH	glcm	DifferenceAverage	0.7281049301938078
wavelet-LLH	glcm	DifferenceEntropy	1.5441922179076049
wavelet-LLH	glcm	DifferenceVariance	0.645059064045213
wavelet-LLH	glcm	Id	0.6969497402316007
wavelet-LLH	glcm	Idm	0.6796989330233382
wavelet-LLH	glcm	Idmn	0.9906309524947932
wavelet-LLH	glcm	Idn	0.9420756319580812
wavelet-LLH	glcm	Imc1	-0.08994273358209763
wavelet-LLH	glcm	Imc2	0.50758555577254
wavelet-LLH	glcm	InverseVariance	0.45789247573468556
wavelet-LLH	glcm	JointAverage	6.335302113313658
wavelet-LLH	glcm	JointEnergy	0.11551888785225589
wavelet-LLH	glcm	JointEntropy	3.796770954677243
wavelet-LLH	glcm	MCC	0.41498398540178055
wavelet-LLH	glcm	MaximumProbability	0.1978671570947525
wavelet-LLH	glcm	SumAverage	12.670604226627315
wavelet-LLH	glcm	SumEntropy	2.700608647126029
wavelet-LLH	glcm	SumSquares	0.96703521078355
wavelet-LLH	gldm	DependenceEntropy	6.186915882272082
wavelet-LLH	gldm	DependenceNonUniformity	818.6427688504326
wavelet-LLH	gldm	DependenceNonUniformityNormalized	0.050595968408555785
wavelet-LLH	gldm	DependenceVariance	29.172756367258945
wavelet-LLH	gldm	GrayLevelNonUniformity	4875.046353522867
wavelet-LLH	gldm	GrayLevelVariance	1.0350760182495748
wavelet-LLH	gldm	HighGrayLevelEmphasis	41.34344870210136
wavelet-LLH	gldm	LargeDependenceEmphasis	155.6949320148331
wavelet-LLH	gldm	LargeDependenceHighGrayLevelEmphasis	6477.92305315204
wavelet-LLH	gldm	LargeDependenceLowGrayLevelEmphasis	3.937129407369132
wavelet-LLH	gldm	LowGrayLevelEmphasis	0.027482289889649233
wavelet-LLH	gldm	SmallDependenceEmphasis	0.03494304528829141
wavelet-LLH	gldm	SmallDependenceHighGrayLevelEmphasis	1.564476005214535
wavelet-LLH	gldm	SmallDependenceLowGrayLevelEmphasis	0.001183957183551598
wavelet-LLH	glrlm	GrayLevelNonUniformity	2560.8904401670316
wavelet-LLH	glrlm	GrayLevelNonUniformityNormalized	0.2610754938976016
wavelet-LLH	glrlm	GrayLevelVariance	1.3105213010888888
wavelet-LLH	glrlm	HighGrayLevelRunEmphasis	41.35463833629883
wavelet-LLH	glrlm	LongRunEmphasis	4.256516528041602
wavelet-LLH	glrlm	LongRunHighGrayLevelEmphasis	176.45108062131854
wavelet-LLH	glrlm	LongRunLowGrayLevelEmphasis	0.11181455281777765
wavelet-LLH	glrlm	LowGrayLevelRunEmphasis	0.02849737663522539
wavelet-LLH	glrlm	RunEntropy	3.7534432525906234
wavelet-LLH	glrlm	RunLengthNonUniformity	4578.603921905711
wavelet-LLH	glrlm	RunLengthNonUniformityNormalized	0.4611351616305622
wavelet-LLH	glrlm	RunPercentage	0.6058381667775982
wavelet-LLH	glrlm	RunVariance	1.438474386342367
wavelet-LLH	glrlm	ShortRunEmphasis	0.700467659295965
wavelet-LLH	glrlm	ShortRunHighGrayLevelEmphasis	29.024191072479802
wavelet-LLH	glrlm	ShortRunLowGrayLevelEmphasis	0.02056751525274906
wavelet-LLH	glszm	GrayLevelNonUniformity	79.43388429752066
wavelet-LLH	glszm	GrayLevelNonUniformityNormalized	0.16411959565603443
wavelet-LLH	glszm	GrayLevelVariance	4.128180281401543
wavelet-LLH	glszm	HighGrayLevelZoneEmphasis	47.70454545454545
wavelet-LLH	glszm	LargeAreaEmphasis	148664.5867768595
wavelet-LLH	glszm	LargeAreaHighGrayLevelEmphasis	6202851.878099173
wavelet-LLH	glszm	LargeAreaLowGrayLevelEmphasis	3660.8843023172185
wavelet-LLH	glszm	LowGrayLevelZoneEmphasis	0.03751443573363518
wavelet-LLH	glszm	SizeZoneNonUniformity	108.04545454545455
wavelet-LLH	glszm	SizeZoneNonUniformityNormalized	0.2232344102178813
wavelet-LLH	glszm	SmallAreaEmphasis	0.4785224521054132
wavelet-LLH	glszm	SmallAreaHighGrayLevelEmphasis	22.829699116147147
wavelet-LLH	glszm	SmallAreaLowGrayLevelEmphasis	0.01831163575190137
wavelet-LLH	glszm	ZoneEntropy	5.680123880710478
wavelet-LLH	glszm	ZonePercentage	0.029913473423980222
wavelet-LLH	glszm	ZoneVariance	147547.03845365753
wavelet-LLH	ngtdm	Busyness	19.664680819519674
wavelet-LLH	ngtdm	Coarseness	0.0005102085408713585
wavelet-LLH	ngtdm	Complexity	29.359907421638802
wavelet-LLH	ngtdm	Contrast	0.010156454933418053
wavelet-LLH	ngtdm	Strength	0.028109373415704696
wavelet-LHL	firstorder	10Percentile	-86.02283101596957
wavelet-LHL	firstorder	90Percentile	57.758736103524825
wavelet-LHL	firstorder	Energy	63539515.45776437
wavelet-LHL	firstorder	Entropy	3.2943766807120283
wavelet-LHL	firstorder	InterquartileRange	67.26326207635631
wavelet-LHL	firstorder	Kurtosis	5.147600505597208
wavelet-LHL	firstorder	Maximum	248.45069712820197
wavelet-LHL	firstorder	MeanAbsoluteDeviation	45.55048871652611
wavelet-LHL	firstorder	Mean	-9.237964305642384
wavelet-LHL	firstorder	Median	-4.723418716452939
wavelet-LHL	firstorder	Minimum	-408.3744676990332
wavelet-LHL	firstorder	Range	656.8251648272351
wavelet-LHL	firstorder	RobustMeanAbsoluteDeviation	28.596653866030536
wavelet-LHL	firstorder	RootMeanSquared	62.66610336033848
wavelet-LHL	firstorder	Skewness	-0.4866492812012102
wavelet-LHL	firstorder	TotalEnergy	63539515.45776437
wavelet-LHL	firstorder	Uniformity	0.13144692512082093
wavelet-LHL	firstorder	Variance	3841.700525856304
wavelet-LHL	glcm	Autocorrelation	295.8378205633064
wavelet-LHL	glcm	ClusterProminence	1130.808339587433
wavelet-LHL	glcm	ClusterShade	-31.793504776337276
wavelet-LHL	glcm	ClusterTendency	14.067160906852248
wavelet-LHL	glcm	Contrast	9.597240188935123
wavelet-LHL	glcm	Correlation	0.18294980323822993
wavelet-LHL	glcm	DifferenceAverage	2.1791643035253916
wavelet-LHL	glcm	DifferenceEntropy	2.699577444565523
wavelet-LHL	glcm	DifferenceVariance	4.532034902870039
wavelet-LHL	glcm	Id	0.4634538147090344
wavelet-LHL	glcm	Idm	0.39531589745003626
wavelet-LHL	glcm	Idmn	0.9877232536717249
wavelet-LHL	glcm	Idn	0.9300007943525798
wavelet-LHL	glcm	Imc1	-0.06385081373313072
wavelet-LHL	glcm	Imc2	0.46847060680282043
wavelet-LHL	glcm	InverseVariance	0.37251782310991016
wavelet-LHL	glcm	JointAverage	17.16740373077315
wavelet-LHL	glcm	JointEnergy	0.0227095297793754
wavelet-LHL	glcm	JointEntropy	6.311020210374934
wavelet-LHL	glcm	MCC	0.3886666986404482
wavelet-LHL	glcm	MaximumProbability	0.05458510239040142
wavelet-LHL	glcm	SumAverage	34.33480746154628
wavelet-LHL	glcm	SumEntropy	3.8453146560086617
wavelet-LHL	glcm	SumSquares	5.916100273946842
wavelet-LHL	gldm	DependenceEntropy	6.536171479195316
wavelet-LHL	gldm	DependenceNonUniformity	1596.6556242274412
wavelet-LHL	gldm	DependenceNonUniformityNormalized	0.09868081731937214
wavelet-LHL	gldm	DependenceVariance	10.515240839688241
wavelet-LHL	gldm	GrayLevelNonUniformity	2126.8112484548824
wavelet-LHL	gldm	GrayLevelVariance	6.2147252976022225
wavelet-LHL	gldm	HighGrayLevelEmphasis	299.6296044499382
wavelet-LHL	gldm	LargeDependenceEmphasis	38.679975278121134
wavelet-LHL	gldm	LargeDependenceHighGrayLevelEmphasis	11782.072002472189
wavelet-LHL	gldm	LargeDependenceLowGrayLevelEmphasis	0.13119559501579772
wavelet-LHL	gldm	LowGrayLevelEmphasis	0.0038027999439299302
wavelet-LHL	gldm	SmallDependenceEmphasis	0.14515879982989252
wavelet-LHL	gldm	SmallDependenceHighGrayLevelEmphasis	43.000877261442994
wavelet-LHL	gldm	SmallDependenceLowGrayLevelEmphasis	0.0007157886906681015
wavelet-LHL	glrlm	GrayLevelNonUniformity	1642.3838622067883
wavelet-LHL	glrlm	GrayLevelNonUniformityNormalized	0.1215830048668552
wavelet-LHL	glrlm	GrayLevelVariance	6.87432011551684
wavelet-LHL	glrlm	HighGrayLevelRunEmphasis	298.8962047174838
wavelet-LHL	glrlm	LongRunEmphasis	1.7752268444203894
wavelet-LHL	glrlm	LongRunHighGrayLevelEmphasis	534.4566234094275
wavelet-LHL	glrlm	LongRunLowGrayLevelEmphasis	0.006537877138223179
wavelet-LHL	glrlm	LowGrayLevelRunEmphasis	0.003873939622957893
wavelet-LHL	glrlm	RunEntropy	4.115481277252512
wavelet-LHL	glrlm	RunLengthNonUniformity	9957.416665918465
wavelet-LHL	glrlm	RunLengthNonUniformityNormalized	0.7316153595214104
wavelet-LHL	glrlm	RunPercentage	0.8343443947893886
wavelet-LHL	glrlm	RunVariance	0.30688481232088266
wavelet-LHL	glrlm	ShortRunEmphasis	0.877440317618772
wavelet-LHL	glrlm	ShortRunHighGrayLevelEmphasis	261.8328359525642
wavelet-LHL	glrlm	ShortRunLowGrayLevelEmphasis	0.003446738909192941
wavelet-LHL	glszm	GrayLevelNonUniformity	173.54568315171835
wavelet-LHL	glszm	GrayLevelNonUniformityNormalized	0.07273498874757685
wavelet-LHL	glszm	GrayLevelVariance	16.60600095274966
wavelet-LHL	glszm	HighGrayLevelZoneEmphasis	295.39522212908633
wavelet-LHL	glszm	LargeAreaEmphasis	9623.447611064543
wavelet-LHL	glszm	LargeAreaHighGrayLevelEmphasis	2946802.163034367
wavelet-LHL	glszm	LargeAreaLowGrayLevelEmphasis	31.755959965340363
wavelet-LHL	glszm	LowGrayLevelZoneEmphasis	0.0051127548224096315
wavelet-LHL	glszm	SizeZoneNonUniformity	785.0578373847443
wavelet-LHL	glszm	SizeZoneNonUniformityNormalized	0.32902675498103284
wavelet-LHL	glszm	SmallAreaEmphasis	0.5915132461211607
wavelet-LHL	glszm	SmallAreaHighGrayLevelEmphasis	175.4265734559925
wavelet-LHL	glszm	SmallAreaLowGrayLevelEmphasis	0.003331755740316392
wavelet-LHL	glszm	ZoneEntropy	6.260204958187929
wavelet-LHL	glszm	ZonePercentage	0.14746600741656365
wavelet-LHL	glszm	ZoneVariance	9577.462614763826
wavelet-LHL	ngtdm	Busyness	3.309291321911316
wavelet-LHL	ngtdm	Coarseness	0.0004421392563546818
wavelet-LHL	ngtdm	Complexity	553.9648261536178
wavelet-LHL	ngtdm	Contrast	0.028654969562133988
wavelet-LHL	ngtdm	Strength	0.15811743245098556
wavelet-LHH	firstorder	10Percentile	-12.54861074882093
wavelet-LHH	firstorder	90Percentile	13.216671901802915
wavelet-LHH	firstorder	Energy	2008065.7494238403
wavelet-LHH	firstorder	Entropy	1.237638558124593
wavelet-LHH	firstorder	InterquartileRange	12.316220109835362
wavelet-LHH	firstorder	Kurtosis	5.003861326550655
wavelet-LHH	firstorder	Maximum	57.44339957995731
wavelet-LHH	firstorder	MeanAbsoluteDeviation	8.218258142675925
wavelet-LHH	firstorder	Mean	0.33715708931556454
wavelet-LHH	firstorder	Median	0.1535193625267821
wavelet-LHH	firstorder	Minimum	-53.71816007478163
wavelet-LHH	firstorder	Range	111.16155965473894
wavelet-LHH	firstorder	RobustMeanAbsoluteDeviation	5.224199224080159
wavelet-LHH	firstorder	RootMeanSquared	11.140372323870169
wavelet-LHH	firstorder	Skewness	0.18125242271757494
wavelet-LHH	firstorder	TotalEnergy	2008065.7494238403
wavelet-LHH	firstorder	Uniformity	0.46346460019465807
wavelet-LHH	firstorder	Variance	123.9942206115767
wavelet-LHH	glcm	Autocorrelation	12.333642037749662
wavelet-LHH	glcm	ClusterProminence	1.3430151461617434
wavelet-LHH	glcm	ClusterShade	0.0500582019055695
wavelet-LHH	glcm	ClusterTendency	0.6600537106330091
wavelet-LHH	glcm	Contrast	0.6114277073505149
wavelet-LHH	glcm	Correlation	0.03697085543542965
wavelet-LHH	glcm	DifferenceAverage	0.5422383254051272
wavelet-LHH	glcm	DifferenceEntropy	1.1532351502259341
wavelet-LHH	glcm	DifferenceVariance	0.30981278852091126
wavelet-LHH	glcm	Id	0.7396068621188723
wavelet-LHH	glcm	Idm	0.7357859072762476
wavelet-LHH	glcm	Idmn	0.9838179546662148
wavelet-LHH	glcm	Idn	0.9237340663559828
wavelet-LHH	glcm	Imc1	-0.028984656555198534
wavelet-LHH	glcm	Imc2	0.22263114157819933
wavelet-LHH	glcm	InverseVariance	0.48920818479198425
wavelet-LHH	glcm	JointAverage	3.5101969958443506
wavelet-LHH	glcm	JointEnergy	0.22733108826989407
wavelet-LHH	glcm	JointEntropy	2.388513383746691
wavelet-LHH	glcm	MCC	0.19757903878164512
wavelet-LHH	glcm	MaximumProbability	0.26334633552068476
wavelet-LHH	glcm	SumAverage	7.020393991688702
wavelet-LHH	glcm	SumEntropy	1.7109594087481301
wavelet-LHH	glcm	SumSquares	0.31787035449588097
wavelet-LHH	gldm	DependenceEntropy	5.093281656772906
wavelet-LHH	gldm	DependenceNonUniformity	1206.7050679851668
wavelet-LHH	gldm	DependenceNonUniformityNormalized	0.07458004128462094
wavelet-LHH	gldm	DependenceVariance	16.523182475885474
wavelet-LHH	gldm	GrayLevelNonUniformity	7498.857231149567
wavelet-LHH	gldm	GrayLevelVariance	0.3288211422485908
wavelet-LHH	gldm	HighGrayLevelEmphasis	12.668974042027195
wavelet-LHH	gldm	LargeDependenceEmphasis	168.2148331273177
wavelet-LHH	gldm	LargeDependenceHighGrayLevelEmphasis	2108.0295426452412
wavelet-LHH	gldm	LargeDependenceLowGrayLevelEmphasis	14.600692092432357
wavelet-LHH	gldm	LowGrayLevelEmphasis	0.08834117909627799
wavelet-LHH	gldm	SmallDependenceEmphasis	0.0227323777097506
wavelet-LHH	gldm	SmallDependenceHighGrayLevelEmphasis	0.3205122396378038
wavelet-LHH	gldm	SmallDependenceLowGrayLevelEmphasis	0.002606019589422058
wavelet-LHH	glrlm	GrayLevelNonUniformity	4043.9487199219116
wavelet-LHH	glrlm	GrayLevelNonUniformityNormalized	0.44215493937134825
wavelet-LHH	glrlm	GrayLevelVariance	0.378390928098946
wavelet-LHH	glrlm	HighGrayLevelRunEmphasis	12.749630495085183
wavelet-LHH	glrlm	LongRunEmphasis	4.882203469883368
wavelet-LHH	glrlm	LongRunHighGrayLevelEmphasis	61.44707983315887
wavelet-LHH	glrlm	LongRunLowGrayLevelEmphasis	0.426843647529054
wavelet-LHH	glrlm	LowGrayLevelRunEmphasis	0.08952042050982531
wavelet-LHH	glrlm	RunEntropy	3.048244573564609
wavelet-LHH	glrlm	RunLengthNonUniformity	3785.64776973702
wavelet-LHH	glrlm	RunLengthNonUniformityNormalized	0.4050419417751883
wavelet-LHH	glrlm	RunPercentage	0.5647570599980983
wavelet-LHH	glrlm	RunVariance	1.5259959380591117
wavelet-LHH	glrlm	ShortRunEmphasis	0.6389396334093517
wavelet-LHH	glrlm	ShortRunHighGrayLevelEmphasis	8.19994844470983
wavelet-LHH	glrlm	ShortRunLowGrayLevelEmphasis	0.05812864811858431
wavelet-LHH	glszm	GrayLevelNonUniformity	86.84057971014492
wavelet-LHH	glszm	GrayLevelNonUniformityNormalized	0.3146397815584961
wavelet-LHH	glszm	GrayLevelVariance	2.0319260659525313
wavelet-LHH	glszm	HighGrayLevelZoneEmphasis	15.159420289855072
wavelet-LHH	glszm	LargeAreaEmphasis	434182.32608695654
wavelet-LHH	glszm	LargeAreaHighGrayLevelEmphasis	5458436.2536231885
wavelet-LHH	glszm	LargeAreaLowGrayLevelEmphasis	37474.473694645734
wavelet-LHH	glszm	LowGrayLevelZoneEmphasis	0.1325885668276973
wavelet-LHH	glszm	SizeZoneNonUniformity	93.47101449275362
wavelet-LHH	glszm	SizeZoneNonUniformityNormalized	0.33866309598823774
wavelet-LHH	glszm	SmallAreaEmphasis	0.5967647404744006
wavelet-LHH	glszm	SmallAreaHighGrayLevelEmphasis	9.268453932636852
wavelet-LHH	glszm	SmallAreaLowGrayLevelEmphasis	0.08035484432102571
wavelet-LHH	glszm	ZoneEntropy	3.9783310410380475
wavelet-LHH	glszm	ZonePercentage	0.017058096415327566
wavelet-LHH	glszm	ZoneVariance	430745.64786809497
wavelet-LHH	ngtdm	Busyness	129.0620463689208
wavelet-LHH	ngtdm	Coarseness	0.00027549831243940475
wavelet-LHH	ngtdm	Complexity	8.485839744692212
wavelet-LHH	ngtdm	Contrast	0.011369749539223203
wavelet-LHH	ngtdm	Strength	0.004641115765981835
wavelet-HLL	firstorder	10Percentile	-96.20005382766517
wavelet-HLL	firstorder	90Percentile	80.1851758523951
wavelet-HLL	firstorder	Energy	111306868.80076572
wavelet-HLL	firstorder	Entropy	3.6227380657426584
wavelet-HLL	firstorder	InterquartileRange	73.94349451476812
wavelet-HLL	firstorder	Kurtosis	6.360741237098283
wavelet-HLL	firstorder	Maximum	398.789147361628
wavelet-HLL	firstorder	MeanAbsoluteDeviation	56.864104579522014
wavelet-HLL	firstorder	Mean	-5.21093387944931
wavelet-HLL	firstorder	Median	-2.0033366763555343
wavelet-HLL	firstorder	Minimum	-476.2389341954303
wavelet-HLL	firstorder	Range	875.0280815570584
wavelet-HLL	firstorder	RobustMeanAbsoluteDeviation	32.330007419249334
wavelet-HLL	firstorder	RootMeanSquared	82.94146922814588
wavelet-HLL	firstorder	Skewness	-0.37902990750461935
wavelet-HLL	firstorder	TotalEnergy	111306868.80076572
wavelet-HLL	firstorder	Uniformity	0.11321917672170775
wavelet-HLL	firstorder	Variance	6852.133485827476
wavelet-HLL	glcm	Autocorrelation	411.583672935581
wavelet-HLL	glcm	ClusterProminence	4044.4751049719107
wavelet-HLL	glcm	ClusterShade	-58.11880245559398
wavelet-HLL	glcm	ClusterTendency	22.892042558026535
wavelet-HLL	glcm	Contrast	16.622575727922857
wavelet-HLL	glcm	Correlation	0.14460983931797353
wavelet-HLL	glcm	DifferenceAverage	2.644632178236179
wavelet-HLL	glcm	DifferenceEntropy	2.948818982282201
wavelet-HLL	glcm	DifferenceVariance	9.026060840339804
wavelet-HLL	glcm	Id	0.44513553466685296
wavelet-HLL	glcm	Idm	0.37639045195208154
wavelet-HLL	glcm	Idmn	0.9883496914245427
wavelet-HLL	glcm	Idn	0.9366631621486623
wavelet-HLL	glcm	Imc1	-0.08209028086137041
wavelet-HLL	glcm	Imc2	0.5650963866293879
wavelet-HLL	glcm	InverseVariance	0.3519195003003564
