Image type	Feature Class	Feature Name	ROI_28_segment_Mass
original	firstorder	InterquartileRange	176.5
original	firstorder	Kurtosis	1.7601645639946524
original	firstorder	Maximum	458.0
original	firstorder	MeanAbsoluteDeviation	88.76239907727798
original	firstorder	Mean	242.58823529411765
original	firstorder	Median	234.0
original	firstorder	Minimum	84.0
original	firstorder	Range	374.0
original	firstorder	RobustMeanAbsoluteDeviation	72.92853955978585
original	firstorder	RootMeanSquared	262.4700916668561
original	firstorder	Skewness	0.16668003833139858
original	firstorder	TotalEnergy	14053672.0
original	firstorder	Uniformity	0.07564398308342946
original	firstorder	Variance	10041.497116493658
original	glcm	Autocorrelation	60.820894488259164
original	glcm	ClusterProminence	4797.531259227542
original	glcm	ClusterShade	82.35740873184575
original	glcm	ClusterTendency	50.96052021698743
original	glcm	Contrast	10.221840332251983
original	glcm	Correlation	0.6639564816024208
original	glcm	DifferenceAverage	2.42540765661301
original	glcm	DifferenceEntropy	2.6880213269738658
original	glcm	DifferenceVariance	3.982956741356666
original	glcm	Id	0.4219890192485628
original	glcm	Idm	0.3429571355306019
original	glcm	Idmn	0.9648341849499841
original	glcm	Idn	0.8784163215844258
original	glcm	Imc1	-0.31634572410743633
original	glcm	Imc2	0.9503973358557233
original	glcm	InverseVariance	0.3376673976621982
original	glcm	JointAverage	7.11346227464782
original	glcm	JointEnergy	0.014774010503515114
original	glcm	JointEntropy	6.376562778374002
original	glcm	MCC	0.739972768770656
original	glcm	MaximumProbability	0.03818091486055739
original	glcm	SumAverage	14.22692454929564
original	glcm	SumEntropy	4.450234168663012
original	glcm	SumSquares	15.295590137309857
original	gldm	DependenceEntropy	5.7207468378645965
original	gldm	DependenceNonUniformity	42.0
original	gldm	DependenceNonUniformityNormalized	0.20588235294117646
original	gldm	DependenceVariance	3.1760861207227995
original	gldm	GrayLevelNonUniformity	15.431372549019608
original	gldm	GrayLevelVariance	16.076605151864666
original	gldm	HighGrayLevelEmphasis	68.2843137254902
original	gldm	LargeDependenceEmphasis	12.058823529411764
original	gldm	LargeDependenceHighGrayLevelEmphasis	507.20588235294116
original	gldm	LargeDependenceLowGrayLevelEmphasis	1.344038924264857
original	gldm	LowGrayLevelEmphasis	0.09233507055891398
original	gldm	SmallDependenceEmphasis	0.29141189268917445
original	gldm	SmallDependenceHighGrayLevelEmphasis	24.315244696644093
original	gldm	SmallDependenceLowGrayLevelEmphasis	0.02415004450687609
original	glrlm	GrayLevelNonUniformity	14.12306279102308
original	glrlm	GrayLevelNonUniformityNormalized	0.07493208096929198
original	glrlm	GrayLevelVariance	16.09273579861543
original	glrlm	HighGrayLevelRunEmphasis	69.9005369676447
original	glrlm	LongRunEmphasis	1.2745577213046706
original	glrlm	LongRunHighGrayLevelEmphasis	82.93684794646343
original	glrlm	LongRunLowGrayLevelEmphasis	0.12004136356109833
original	glrlm	LowGrayLevelRunEmphasis	0.09095832313942265
original	glrlm	RunEntropy	4.146148033294817
original	glrlm	RunLengthNonUniformity	163.03996410905984
original	glrlm	RunLengthNonUniformityNormalized	0.8627818175485805
original	glrlm	RunPercentage	0.9238310708898942
original	glrlm	RunVariance	0.0972722017762336
original	glrlm	ShortRunEmphasis	0.9427025212170564
original	glrlm	ShortRunHighGrayLevelEmphasis	66.97747856910794
original	glrlm	ShortRunLowGrayLevelEmphasis	0.08455084670589005
original	glszm	GrayLevelNonUniformity	5.82051282051282
original	glszm	GrayLevelNonUniformityNormalized	0.07462195923734385
original	glszm	GrayLevelVariance	16.51232741617357
original	glszm	HighGrayLevelZoneEmphasis	82.37179487179488
original	glszm	LargeAreaEmphasis	13.384615384615385
original	glszm	LargeAreaHighGrayLevelEmphasis	646.8461538461538
original	glszm	LargeAreaLowGrayLevelEmphasis	1.1837348612296108
original	glszm	LowGrayLevelZoneEmphasis	0.09033871626190433
original	glszm	SizeZoneNonUniformity	21.692307692307693
original	glszm	SizeZoneNonUniformityNormalized	0.2781065088757396
original	glszm	SmallAreaEmphasis	0.5310398995710792
original	glszm	SmallAreaHighGrayLevelEmphasis	47.0608212287834
original	glszm	SmallAreaLowGrayLevelEmphasis	0.04609179046604233
original	glszm	ZoneEntropy	5.360543686972264
original	glszm	ZonePercentage	0.38235294117647056
original	glszm	ZoneVariance	6.544378698224852
original	ngtdm	Busyness	0.25234279274541094
original	ngtdm	Coarseness	0.05141338840955666
original	ngtdm	Complexity	127.52666114074496
original	ngtdm	Contrast	0.17880551265018918
original	ngtdm	Strength	4.577943194602902
wavelet-LLH	firstorder	10Percentile	-82.3535094075975
wavelet-LLH	firstorder	90Percentile	38.58274378818518
wavelet-LLH	firstorder	Energy	538357.6803058481
wavelet-LLH	firstorder	Entropy	2.8389068953648966
wavelet-LLH	firstorder	InterquartileRange	70.50333334006645
wavelet-LLH	firstorder	Kurtosis	2.1139462131615487
wavelet-LLH	firstorder	Maximum	70.85711166687845
wavelet-LLH	firstorder	MeanAbsoluteDeviation	37.900248352713064
wavelet-LLH	firstorder	Mean	-25.303383470473207
wavelet-LLH	firstorder	Median	-29.102701633479306
wavelet-LLH	firstorder	Minimum	-115.96214386041729
wavelet-LLH	firstorder	Range	186.81925552729575
wavelet-LLH	firstorder	RobustMeanAbsoluteDeviation	28.719347430731307
wavelet-LLH	firstorder	RootMeanSquared	51.37127832547457
wavelet-LLH	firstorder	Skewness	0.1488497888889851
wavelet-LLH	firstorder	TotalEnergy	538357.6803058481
wavelet-LLH	firstorder	Uniformity	0.14859669357939254
wavelet-LLH	firstorder	Variance	1998.7470217395564
wavelet-LLH	glcm	Autocorrelation	21.436985993734293
wavelet-LLH	glcm	ClusterProminence	266.76882073585773
wavelet-LLH	glcm	ClusterShade	7.741102443181503
wavelet-LLH	glcm	ClusterTendency	11.446551124344182
wavelet-LLH	glcm	Contrast	3.4470224229239927
wavelet-LLH	glcm	Correlation	0.5313902495107432
wavelet-LLH	glcm	DifferenceAverage	1.384424759595889
wavelet-LLH	glcm	DifferenceEntropy	2.0370634000776104
wavelet-LLH	glcm	DifferenceVariance	1.3355005992611912
wavelet-LLH	glcm	Id	0.545915218263379
wavelet-LLH	glcm	Idm	0.4946341581051005
wavelet-LLH	glcm	Idmn	0.9539392386329696
wavelet-LLH	glcm	Idn	0.86608836837205
wavelet-LLH	glcm	Imc1	-0.2053011898800284
wavelet-LLH	glcm	Imc2	0.7983670620820269
wavelet-LLH	glcm	InverseVariance	0.44219609144822497
wavelet-LLH	glcm	JointAverage	4.408583502434347
wavelet-LLH	glcm	JointEnergy	0.03518669905560719
wavelet-LLH	glcm	JointEntropy	5.1518981779268245
wavelet-LLH	glcm	MCC	0.6132323852825816
wavelet-LLH	glcm	MaximumProbability	0.08448029357549612
wavelet-LLH	glcm	SumAverage	8.817167004868695
wavelet-LLH	glcm	SumEntropy	3.5665451594485256
wavelet-LLH	glcm	SumSquares	3.723393386817044
wavelet-LLH	gldm	DependenceEntropy	5.388996936179888
wavelet-LLH	gldm	DependenceNonUniformity	26.284313725490197
wavelet-LLH	gldm	DependenceNonUniformityNormalized	0.12884467512495193
wavelet-LLH	gldm	DependenceVariance	6.269511726259132
wavelet-LLH	gldm	GrayLevelNonUniformity	30.313725490196077
wavelet-LLH	gldm	GrayLevelVariance	3.357819108035371
wavelet-LLH	gldm	HighGrayLevelEmphasis	23.563725490196077
wavelet-LLH	gldm	LargeDependenceEmphasis	26.607843137254903
wavelet-LLH	gldm	LargeDependenceHighGrayLevelEmphasis	506.671568627451
wavelet-LLH	gldm	LargeDependenceLowGrayLevelEmphasis	3.0563284410986618
wavelet-LLH	gldm	LowGrayLevelEmphasis	0.10610160036236717
wavelet-LLH	gldm	SmallDependenceEmphasis	0.15098594110059257
wavelet-LLH	gldm	SmallDependenceHighGrayLevelEmphasis	3.4356622618109847
wavelet-LLH	gldm	SmallDependenceLowGrayLevelEmphasis	0.016561708228195835
wavelet-LLH	glrlm	GrayLevelNonUniformity	26.19348078246386
wavelet-LLH	glrlm	GrayLevelNonUniformityNormalized	0.14857665824339356
wavelet-LLH	glrlm	GrayLevelVariance	3.3365819720966714
wavelet-LLH	glrlm	HighGrayLevelRunEmphasis	23.94154884475934
wavelet-LLH	glrlm	LongRunEmphasis	1.5589446064471784
wavelet-LLH	glrlm	LongRunHighGrayLevelEmphasis	35.86068559331314
wavelet-LLH	glrlm	LongRunLowGrayLevelEmphasis	0.16630902537251022
wavelet-LLH	glrlm	LowGrayLevelRunEmphasis	0.10475048962615773
wavelet-LLH	glrlm	RunEntropy	3.3947088005722814
wavelet-LLH	glrlm	RunLengthNonUniformity	136.6515651827512
wavelet-LLH	glrlm	RunLengthNonUniformityNormalized	0.7646472985394637
wavelet-LLH	glrlm	RunPercentage	0.86500754147813
wavelet-LLH	glrlm	RunVariance	0.18692152133357157
wavelet-LLH	glrlm	ShortRunEmphasis	0.8921431986712929
wavelet-LLH	glrlm	ShortRunHighGrayLevelEmphasis	21.66674763243251
wavelet-LLH	glrlm	ShortRunLowGrayLevelEmphasis	0.09179389707769171
wavelet-LLH	glszm	GrayLevelNonUniformity	6.317073170731708
wavelet-LLH	glszm	GrayLevelNonUniformityNormalized	0.15407495538370017
wavelet-LLH	glszm	GrayLevelVariance	3.370612730517549
wavelet-LLH	glszm	HighGrayLevelZoneEmphasis	23.29268292682927
wavelet-LLH	glszm	LargeAreaEmphasis	73.36585365853658
wavelet-LLH	glszm	LargeAreaHighGrayLevelEmphasis	1431.2926829268292
wavelet-LLH	glszm	LargeAreaLowGrayLevelEmphasis	6.783980179470163
wavelet-LLH	glszm	LowGrayLevelZoneEmphasis	0.12134253498147227
wavelet-LLH	glszm	SizeZoneNonUniformity	7.7317073170731705
wavelet-LLH	glszm	SizeZoneNonUniformityNormalized	0.1885782272456871
wavelet-LLH	glszm	SmallAreaEmphasis	0.41338454730320995
wavelet-LLH	glszm	SmallAreaHighGrayLevelEmphasis	8.180792653721422
wavelet-LLH	glszm	SmallAreaLowGrayLevelEmphasis	0.05653840679293508
wavelet-LLH	glszm	ZoneEntropy	4.540240419146686
wavelet-LLH	glszm	ZonePercentage	0.20098039215686275
wavelet-LLH	glszm	ZoneVariance	48.609161213563354
wavelet-LLH	ngtdm	Busyness	1.1390524399078616
wavelet-LLH	ngtdm	Coarseness	0.043618176319221345
wavelet-LLH	ngtdm	Complexity	18.678143672247916
wavelet-LLH	ngtdm	Contrast	0.10334084005187572
wavelet-LLH	ngtdm	Strength	0.783450273733176
wavelet-LHL	firstorder	10Percentile	-55.50719409860022
wavelet-LHL	firstorder	90Percentile	53.12361111069305
wavelet-LHL	firstorder	Energy	373969.43085675297
wavelet-LHL	firstorder	Entropy	2.762290816116241
wavelet-LHL	firstorder	InterquartileRange	48.1240647093543
wavelet-LHL	firstorder	Kurtosis	3.745826398046825
wavelet-LHL	firstorder	Maximum	108.90564798843147
wavelet-LHL	firstorder	MeanAbsoluteDeviation	32.321409881597894
wavelet-LHL	firstorder	Mean	-3.2077512069465013
wavelet-LHL	firstorder	Median	-5.7006077466607135
wavelet-LHL	firstorder	Minimum	-158.63130869520754
wavelet-LHL	firstorder	Range	267.536956683639
wavelet-LHL	firstorder	RobustMeanAbsoluteDeviation	20.867105893120993
wavelet-LHL	firstorder	RootMeanSquared	42.81569203682134
wavelet-LHL	firstorder	Skewness	-0.3931335704926295
wavelet-LHL	firstorder	TotalEnergy	373969.43085675297
wavelet-LHL	firstorder	Uniformity	0.18127643214148406
wavelet-LHL	firstorder	Variance	1822.8938167862595
wavelet-LHL	glcm	Autocorrelation	53.36679612924294
wavelet-LHL	glcm	ClusterProminence	180.657882241158
wavelet-LHL	glcm	ClusterShade	-6.854404589273362
wavelet-LHL	glcm	ClusterTendency	6.97901021361112
wavelet-LHL	glcm	Contrast	4.880495232741706
wavelet-LHL	glcm	Correlation	0.17731431927670177
wavelet-LHL	glcm	DifferenceAverage	1.617353903254763
wavelet-LHL	glcm	DifferenceEntropy	2.2796524687008843
wavelet-LHL	glcm	DifferenceVariance	2.1201761347753374
wavelet-LHL	glcm	Id	0.5157038378828908
wavelet-LHL	glcm	Idm	0.4579813876461243
wavelet-LHL	glcm	Idmn	0.9701011427335645
wavelet-LHL	glcm	Idn	0.8908447127932527
wavelet-LHL	glcm	Imc1	-0.15339877229377188
wavelet-LHL	glcm	Imc2	0.741457336228381
wavelet-LHL	glcm	InverseVariance	0.4224630436545269
wavelet-LHL	glcm	JointAverage	7.268523017400186
wavelet-LHL	glcm	JointEnergy	0.04164586325458797
wavelet-LHL	glcm	JointEntropy	5.095304276555856
wavelet-LHL	glcm	MCC	0.5768772994103026
wavelet-LHL	glcm	MaximumProbability	0.09998892023190226
wavelet-LHL	glcm	SumAverage	14.537046034800372
wavelet-LHL	glcm	SumEntropy	3.2919583871760736
wavelet-LHL	glcm	SumSquares	2.964876361588207
wavelet-LHL	gldm	DependenceEntropy	5.421231082620917
wavelet-LHL	gldm	DependenceNonUniformity	27.686274509803923
wavelet-LHL	gldm	DependenceNonUniformityNormalized	0.13571703191080353
wavelet-LHL	gldm	DependenceVariance	5.653402537485583
wavelet-LHL	gldm	GrayLevelNonUniformity	36.98039215686274
wavelet-LHL	gldm	GrayLevelVariance	3.031406189926951
wavelet-LHL	gldm	HighGrayLevelEmphasis	57.60294117647059
wavelet-LHL	gldm	LargeDependenceEmphasis	22.127450980392158
wavelet-LHL	gldm	LargeDependenceHighGrayLevelEmphasis	1268.4166666666667
wavelet-LHL	gldm	LargeDependenceLowGrayLevelEmphasis	0.43927389832833447
wavelet-LHL	gldm	LowGrayLevelEmphasis	0.027762642591471848
wavelet-LHL	gldm	SmallDependenceEmphasis	0.20487086653796477
wavelet-LHL	gldm	SmallDependenceHighGrayLevelEmphasis	11.944661038383947
wavelet-LHL	gldm	SmallDependenceLowGrayLevelEmphasis	0.01057340262829943
wavelet-LHL	glrlm	GrayLevelNonUniformity	31.283632269643764
wavelet-LHL	glrlm	GrayLevelNonUniformityNormalized	0.17377734897569816
wavelet-LHL	glrlm	GrayLevelVariance	3.2180354438261194
wavelet-LHL	glrlm	HighGrayLevelRunEmphasis	57.61970149572745
wavelet-LHL	glrlm	LongRunEmphasis	1.466329293831855
wavelet-LHL	glrlm	LongRunHighGrayLevelEmphasis	84.60654139313547
wavelet-LHL	glrlm	LongRunLowGrayLevelEmphasis	0.03815205278922436
wavelet-LHL	glrlm	LowGrayLevelRunEmphasis	0.028803758216761573
wavelet-LHL	glrlm	RunEntropy	3.311915055206135
wavelet-LHL	glrlm	RunLengthNonUniformity	143.72660146334795
wavelet-LHL	glrlm	RunLengthNonUniformityNormalized	0.7931930391306328
wavelet-LHL	glrlm	RunPercentage	0.8823529411764706
wavelet-LHL	glrlm	RunVariance	0.16255890467867398
wavelet-LHL	glrlm	ShortRunEmphasis	0.9089523182512989
wavelet-LHL	glrlm	ShortRunHighGrayLevelEmphasis	52.423787733850524
wavelet-LHL	glrlm	ShortRunLowGrayLevelEmphasis	0.02693807588946092
wavelet-LHL	glszm	GrayLevelNonUniformity	6.294117647058823
wavelet-LHL	glszm	GrayLevelNonUniformityNormalized	0.12341407151095732
wavelet-LHL	glszm	GrayLevelVariance	5.719338715878509
wavelet-LHL	glszm	HighGrayLevelZoneEmphasis	58.35294117647059
wavelet-LHL	glszm	LargeAreaEmphasis	50.90196078431372
wavelet-LHL	glszm	LargeAreaHighGrayLevelEmphasis	2788.3333333333335
wavelet-LHL	glszm	LargeAreaLowGrayLevelEmphasis	1.0341857997662895
wavelet-LHL	glszm	LowGrayLevelZoneEmphasis	0.047584900147182634
wavelet-LHL	glszm	SizeZoneNonUniformity	13.627450980392156
wavelet-LHL	glszm	SizeZoneNonUniformityNormalized	0.26720492118415995
wavelet-LHL	glszm	SmallAreaEmphasis	0.5279467455125496
wavelet-LHL	glszm	SmallAreaHighGrayLevelEmphasis	30.81007524300552
wavelet-LHL	glszm	SmallAreaLowGrayLevelEmphasis	0.03554129178858099
wavelet-LHL	glszm	ZoneEntropy	4.897723871298408
wavelet-LHL	glszm	ZonePercentage	0.25
wavelet-LHL	glszm	ZoneVariance	34.90196078431373
wavelet-LHL	ngtdm	Busyness	0.28610893880312754
wavelet-LHL	ngtdm	Coarseness	0.03312959401210563
wavelet-LHL	ngtdm	Complexity	70.29144085737937
wavelet-LHL	ngtdm	Contrast	0.054748789311597226
wavelet-LHL	ngtdm	Strength	1.55303633612271
wavelet-LHH	firstorder	10Percentile	-12.82873990620713
wavelet-LHH	firstorder	90Percentile	13.061529167574077
wavelet-LHH	firstorder	Energy	21668.797167255307
wavelet-LHH	firstorder	Entropy	1.0928998169480433
wavelet-LHH	firstorder	InterquartileRange	14.574340867921542
wavelet-LHH	firstorder	Kurtosis	2.904854588616617
wavelet-LHH	firstorder	Maximum	31.257117206552078
wavelet-LHH	firstorder	MeanAbsoluteDeviation	8.291523622199943
wavelet-LHH	firstorder	Mean	0.8765859313912641
wavelet-LHH	firstorder	Median	0.7113132617977662
wavelet-LHH	firstorder	Minimum	-24.522009543000138
wavelet-LHH	firstorder	Range	55.77912674955222
wavelet-LHH	firstorder	RobustMeanAbsoluteDeviation	5.864489567464928
wavelet-LHH	firstorder	RootMeanSquared	10.30628904878637
wavelet-LHH	firstorder	Skewness	0.11717747831968818
wavelet-LHH	firstorder	TotalEnergy	21668.797167255307
wavelet-LHH	firstorder	Uniformity	0.48764898116109184
wavelet-LHH	firstorder	Variance	105.45119106202075
wavelet-LHH	glcm	Autocorrelation	2.423757552675986
wavelet-LHH	glcm	ClusterProminence	0.8422900552908701
wavelet-LHH	glcm	ClusterShade	0.05298617094595669
wavelet-LHH	glcm	ClusterTendency	0.603572306801193
wavelet-LHH	glcm	Contrast	0.5324859671339776
wavelet-LHH	glcm	Correlation	0.06277086279973766
wavelet-LHH	glcm	DifferenceAverage	0.5022382586177231
wavelet-LHH	glcm	DifferenceEntropy	1.0604453904807714
wavelet-LHH	glcm	DifferenceVariance	0.2693334132333536
wavelet-LHH	glcm	Id	0.7539221554438474
wavelet-LHH	glcm	Idm	0.7519056415427638
wavelet-LHH	glcm	Idmn	0.9481474513719678
wavelet-LHH	glcm	Idn	0.8759528207713818
wavelet-LHH	glcm	Imc1	-0.04509162672396024
wavelet-LHH	glcm	Imc2	0.2626273294622484
wavelet-LHH	glcm	InverseVariance	0.47577151366600057
wavelet-LHH	glcm	JointAverage	1.5510677138165652
wavelet-LHH	glcm	JointEnergy	0.24515972763374524
wavelet-LHH	glcm	JointEntropy	2.171997485944113
wavelet-LHH	glcm	MCC	0.22582283206910503
wavelet-LHH	glcm	MaximumProbability	0.29326522620411366
wavelet-LHH	glcm	SumAverage	3.102135427633131
wavelet-LHH	glcm	SumEntropy	1.6064087801941211
wavelet-LHH	glcm	SumSquares	0.2840145684837927
wavelet-LHH	gldm	DependenceEntropy	4.639175240382249
wavelet-LHH	gldm	DependenceNonUniformity	18.833333333333332
wavelet-LHH	gldm	DependenceNonUniformityNormalized	0.0923202614379085
wavelet-LHH	gldm	DependenceVariance	11.496828143021915
wavelet-LHH	gldm	GrayLevelNonUniformity	99.48039215686275
wavelet-LHH	gldm	GrayLevelVariance	0.27650422914263745
wavelet-LHH	gldm	HighGrayLevelEmphasis	2.6911764705882355
wavelet-LHH	gldm	LargeDependenceEmphasis	72.24509803921569
wavelet-LHH	gldm	LargeDependenceHighGrayLevelEmphasis	190.3186274509804
wavelet-LHH	gldm	LargeDependenceLowGrayLevelEmphasis	42.775735294117645
wavelet-LHH	gldm	LowGrayLevelEmphasis	0.5935457516339869
wavelet-LHH	gldm	SmallDependenceEmphasis	0.04208296122821263
wavelet-LHH	gldm	SmallDependenceHighGrayLevelEmphasis	0.14133758543646463
wavelet-LHH	gldm	SmallDependenceLowGrayLevelEmphasis	0.025439239816672506
wavelet-LHH	glrlm	GrayLevelNonUniformity	72.77281026551304
wavelet-LHH	glrlm	GrayLevelNonUniformityNormalized	0.482755767158702
wavelet-LHH	glrlm	GrayLevelVariance	0.2858156826842534
wavelet-LHH	glrlm	HighGrayLevelRunEmphasis	2.704278232656554
wavelet-LHH	glrlm	LongRunEmphasis	2.323005599324006
wavelet-LHH	glrlm	LongRunHighGrayLevelEmphasis	6.2205856589425
wavelet-LHH	glrlm	LongRunLowGrayLevelEmphasis	1.3723294494023226
wavelet-LHH	glrlm	LowGrayLevelRunEmphasis	0.5956303284218701
wavelet-LHH	glrlm	RunEntropy	2.1829096733812725
wavelet-LHH	glrlm	RunLengthNonUniformity	88.55476927776697
wavelet-LHH	glrlm	RunLengthNonUniformityNormalized	0.5778685963480629
wavelet-LHH	glrlm	RunPercentage	0.7386877828054299
wavelet-LHH	glrlm	RunVariance	0.4241751317139069
wavelet-LHH	glrlm	ShortRunEmphasis	0.7768917090555354
wavelet-LHH	glrlm	ShortRunHighGrayLevelEmphasis	2.110880380807905
wavelet-LHH	glrlm	ShortRunLowGrayLevelEmphasis	0.46458968310421916
wavelet-LHH	glszm	GrayLevelNonUniformity	2.3333333333333335
wavelet-LHH	glszm	GrayLevelNonUniformityNormalized	0.3888888888888889
wavelet-LHH	glszm	GrayLevelVariance	0.8055555555555556
wavelet-LHH	glszm	HighGrayLevelZoneEmphasis	4.166666666666667
wavelet-LHH	glszm	LargeAreaEmphasis	3260.6666666666665
wavelet-LHH	glszm	LargeAreaHighGrayLevelEmphasis	8991.833333333334
wavelet-LHH	glszm	LargeAreaLowGrayLevelEmphasis	1828.8009259259259
wavelet-LHH	glszm	LowGrayLevelZoneEmphasis	0.5787037037037037
wavelet-LHH	glszm	SizeZoneNonUniformity	1.3333333333333333
wavelet-LHH	glszm	SizeZoneNonUniformityNormalized	0.2222222222222222
wavelet-LHH	glszm	SmallAreaEmphasis	0.39355365196234365
wavelet-LHH	glszm	SmallAreaHighGrayLevelEmphasis	2.060263990565424
wavelet-LHH	glszm	SmallAreaLowGrayLevelEmphasis	0.20835754879305504
wavelet-LHH	glszm	ZoneEntropy	2.5849625007211543
wavelet-LHH	glszm	ZonePercentage	0.029411764705882353
wavelet-LHH	glszm	ZoneVariance	2104.6666666666665
wavelet-LHH	ngtdm	Busyness	11.48501316298622
wavelet-LHH	ngtdm	Coarseness	0.02166131499149215
wavelet-LHH	ngtdm	Complexity	1.8302052040917836
wavelet-LHH	ngtdm	Contrast	0.04435303046924063
wavelet-LHH	ngtdm	Strength	0.06980781765988037
wavelet-HLL	firstorder	10Percentile	-126.78860426243928
wavelet-HLL	firstorder	90Percentile	81.09128896178868
wavelet-HLL	firstorder	Energy	1358132.8699080239
wavelet-HLL	firstorder	Entropy	3.6556186680368787
wavelet-HLL	firstorder	InterquartileRange	117.96870566243373
wavelet-HLL	firstorder	Kurtosis	2.59153011099915
wavelet-HLL	firstorder	Maximum	164.79015054480837
wavelet-HLL	firstorder	MeanAbsoluteDeviation	64.37583027494664
wavelet-HLL	firstorder	Mean	-21.62937930048025
wavelet-HLL	firstorder	Median	-12.204579361944196
wavelet-HLL	firstorder	Minimum	-247.3468611909751
wavelet-HLL	firstorder	Range	412.13701173578346
wavelet-HLL	firstorder	RobustMeanAbsoluteDeviation	46.34916933579953
wavelet-HLL	firstorder	RootMeanSquared	81.59359085232484
wavelet-HLL	firstorder	Skewness	-0.23385342455215877
wavelet-HLL	firstorder	TotalEnergy	1358132.8699080239
wavelet-HLL	firstorder	Uniformity	0.08982122260668973
wavelet-HLL	firstorder	Variance	6189.684019252545
wavelet-HLL	glcm	Autocorrelation	96.76083678930316
wavelet-HLL	glcm	ClusterProminence	1589.867703278476
wavelet-HLL	glcm	ClusterShade	-43.700447839190026
wavelet-HLL	glcm	ClusterTendency	24.482716213853582
wavelet-HLL	glcm	Contrast	14.790411639035742
wavelet-HLL	glcm	Correlation	0.24387306743931575
wavelet-HLL	glcm	DifferenceAverage	2.8349671485524897
wavelet-HLL	glcm	DifferenceEntropy	2.8960212503420277
wavelet-HLL	glcm	DifferenceVariance	5.980960093408962
wavelet-HLL	glcm	Id	0.40433961369038146
wavelet-HLL	glcm	Idm	0.3252678334246373
wavelet-HLL	glcm	Idmn	0.956784298580991
wavelet-HLL	glcm	Idn	0.8700866197966461
wavelet-HLL	glcm	Imc1	-0.25614314679921224
wavelet-HLL	glcm	Imc2	0.9134016861297252
wavelet-HLL	glcm	InverseVariance	0.31489516344988944
wavelet-HLL	glcm	JointAverage	9.710989832613574
