Image type	Feature Class	Feature Name	ROI_segment_Mass
original	firstorder	InterquartileRange	49.5
original	firstorder	Kurtosis	2.486529390243313
original	firstorder	Maximum	255.0
original	firstorder	MeanAbsoluteDeviation	26.032360293931973
original	firstorder	Mean	182.50502512562815
original	firstorder	Median	184.0
original	firstorder	Minimum	88.0
original	firstorder	Range	167.0
original	firstorder	RobustMeanAbsoluteDeviation	19.59350708733425
original	firstorder	RootMeanSquared	185.22298798038517
original	firstorder	Skewness	-0.17998829023748988
original	firstorder	TotalEnergy	13654407.0
original	firstorder	Uniformity	0.21263351935557182
original	firstorder	Variance	999.4710802757506
original	glcm	Autocorrelation	25.593852798369447
original	glcm	ClusterProminence	50.96747544388162
original	glcm	ClusterShade	-1.7288332082027165
original	glcm	ClusterTendency	4.468251635768647
original	glcm	Contrast	1.4884076065348297
original	glcm	Correlation	0.49789903031131916
original	glcm	DifferenceAverage	0.8720630193033005
original	glcm	DifferenceEntropy	1.6531348239568493
original	glcm	DifferenceVariance	0.7047528295292016
original	glcm	Id	0.6498468666832817
original	glcm	Idm	0.6244417845952921
original	glcm	Idmn	0.9784740739012394
original	glcm	Idn	0.9095202385818274
original	glcm	Imc1	-0.13774800140860924
original	glcm	Imc2	0.6575378018722925
original	glcm	InverseVariance	0.4837062212744484
original	glcm	JointAverage	4.984580143020742
original	glcm	JointEnergy	0.06920862250440905
original	glcm	JointEntropy	4.287406178631234
original	glcm	MCC	0.5396961092558678
original	glcm	MaximumProbability	0.1416279241318473
original	glcm	SumAverage	9.969160286041484
original	glcm	SumEntropy	3.0681840231491013
original	glcm	SumSquares	1.4891648105758692
original	gldm	DependenceEntropy	5.965792890177303
original	gldm	DependenceNonUniformity	27.698492462311556
original	gldm	DependenceNonUniformityNormalized	0.06959420216661195
original	gldm	DependenceVariance	19.925229160879777
original	gldm	GrayLevelNonUniformity	84.62814070351759
original	gldm	GrayLevelVariance	1.7083406984672105
original	gldm	HighGrayLevelEmphasis	24.738693467336685
original	gldm	LargeDependenceEmphasis	80.98492462311557
original	gldm	LargeDependenceHighGrayLevelEmphasis	2359.361809045226
original	gldm	LargeDependenceLowGrayLevelEmphasis	3.2616873198190506
original	gldm	LowGrayLevelEmphasis	0.06193861170934035
original	gldm	SmallDependenceEmphasis	0.0772323651598134
original	gldm	SmallDependenceHighGrayLevelEmphasis	1.181795674360032
original	gldm	SmallDependenceLowGrayLevelEmphasis	0.012793009953122091
original	glrlm	GrayLevelNonUniformity	59.333466013571524
original	glrlm	GrayLevelNonUniformityNormalized	0.2019195837241135
original	glrlm	GrayLevelVariance	1.8482817937958478
original	glrlm	HighGrayLevelRunEmphasis	23.579895177090386
original	glrlm	LongRunEmphasis	2.5129794462150823
original	glrlm	LongRunHighGrayLevelEmphasis	66.49412835512904
original	glrlm	LongRunLowGrayLevelEmphasis	0.13330762358019752
original	glrlm	LowGrayLevelRunEmphasis	0.06858266471691254
original	glrlm	RunEntropy	3.476116613321376
original	glrlm	RunLengthNonUniformity	178.0869695188442
original	glrlm	RunLengthNonUniformityNormalized	0.5987084839069967
original	glrlm	RunPercentage	0.7379203710862002
original	glrlm	RunVariance	0.5901010137040653
original	glrlm	ShortRunEmphasis	0.7992365923624118
original	glrlm	ShortRunHighGrayLevelEmphasis	18.093644298883273
original	glrlm	ShortRunLowGrayLevelEmphasis	0.05939578502476032
original	glszm	GrayLevelNonUniformity	6.066666666666666
original	glszm	GrayLevelNonUniformityNormalized	0.20222222222222222
original	glszm	GrayLevelVariance	2.982222222222222
original	glszm	HighGrayLevelZoneEmphasis	15.466666666666667
original	glszm	LargeAreaEmphasis	928.4
original	glszm	LargeAreaHighGrayLevelEmphasis	24640.533333333333
original	glszm	LargeAreaLowGrayLevelEmphasis	40.34387962962963
original	glszm	LowGrayLevelZoneEmphasis	0.17626592025699167
original	glszm	SizeZoneNonUniformity	6.866666666666666
original	glszm	SizeZoneNonUniformityNormalized	0.2288888888888889
original	glszm	SmallAreaEmphasis	0.48183460528147076
original	glszm	SmallAreaHighGrayLevelEmphasis	4.679775318489264
original	glszm	SmallAreaLowGrayLevelEmphasis	0.12705331561493668
original	glszm	ZoneEntropy	4.186569246460618
original	glszm	ZonePercentage	0.07537688442211055
original	glszm	ZoneVariance	752.3955555555556
original	ngtdm	Busyness	1.1708588787652214
original	ngtdm	Coarseness	0.02145426717762211
original	ngtdm	Complexity	16.2657177012662
original	ngtdm	Contrast	0.03927990822073755
original	ngtdm	Strength	0.44008107799939467
wavelet-LLH	firstorder	10Percentile	-14.75620438199542
wavelet-LLH	firstorder	90Percentile	1.6300794243151213
wavelet-LLH	firstorder	Energy	36274.085026353314
wavelet-LLH	firstorder	Entropy	0.7100808995921006
wavelet-LLH	firstorder	InterquartileRange	8.629657603472815
wavelet-LLH	firstorder	Kurtosis	3.2552820663520547
wavelet-LLH	firstorder	Maximum	10.28909587443037
wavelet-LLH	firstorder	MeanAbsoluteDeviation	5.2889912276060915
wavelet-LLH	firstorder	Mean	-6.745245279252546
wavelet-LLH	firstorder	Median	-6.696753491199106
wavelet-LLH	firstorder	Minimum	-28.96709367949054
wavelet-LLH	firstorder	Range	39.256189553920905
wavelet-LLH	firstorder	RobustMeanAbsoluteDeviation	3.606608651126445
wavelet-LLH	firstorder	RootMeanSquared	9.546775222641491
wavelet-LLH	firstorder	Skewness	-0.18191319010417703
wavelet-LLH	firstorder	TotalEnergy	36274.085026353314
wavelet-LLH	firstorder	Uniformity	0.7108785131688593
wavelet-LLH	firstorder	Variance	45.642583274362714
wavelet-LLH	glcm	Autocorrelation	4.654711308577803
wavelet-LLH	glcm	ClusterProminence	0.5849761225471185
wavelet-LLH	glcm	ClusterShade	0.3101823544682698
wavelet-LLH	glcm	ClusterTendency	0.34998202218147095
wavelet-LLH	glcm	Contrast	0.2021376701786157
wavelet-LLH	glcm	Correlation	0.2681338161350647
wavelet-LLH	glcm	DifferenceAverage	0.2021376701786157
wavelet-LLH	glcm	DifferenceEntropy	0.7212138914128772
wavelet-LLH	glcm	DifferenceVariance	0.16018352330362703
wavelet-LLH	glcm	Id	0.8989311649106921
wavelet-LLH	glcm	Idm	0.8989311649106921
wavelet-LLH	glcm	Idmn	0.9797862329821384
wavelet-LLH	glcm	Idn	0.9494655824553461
wavelet-LLH	glcm	Imc1	-0.07772003130839937
wavelet-LLH	glcm	Imc2	0.291091475215148
wavelet-LLH	glcm	InverseVariance	0.2021376701786157
wavelet-LLH	glcm	JointAverage	2.1488798488591327
wavelet-LLH	glcm	JointEnergy	0.5687211637025638
wavelet-LLH	glcm	JointEntropy	1.285777765979118
wavelet-LLH	glcm	MCC	0.27698110353655936
wavelet-LLH	glcm	MaximumProbability	0.7386704166801127
wavelet-LLH	glcm	SumAverage	4.2977596977182655
wavelet-LLH	glcm	SumEntropy	1.0836400958005028
wavelet-LLH	glcm	SumSquares	0.13802992309002163
wavelet-LLH	gldm	DependenceEntropy	4.905110627208723
wavelet-LLH	gldm	DependenceNonUniformity	17.934673366834172
wavelet-LLH	gldm	DependenceNonUniformityNormalized	0.045061993384005454
wavelet-LLH	gldm	DependenceVariance	41.88540693416832
wavelet-LLH	gldm	GrayLevelNonUniformity	282.92964824120605
wavelet-LLH	gldm	GrayLevelVariance	0.1483106487209919
wavelet-LLH	gldm	HighGrayLevelEmphasis	4.806532663316583
wavelet-LLH	gldm	LargeDependenceEmphasis	283.77386934673365
wavelet-LLH	gldm	LargeDependenceHighGrayLevelEmphasis	1190.856783919598
wavelet-LLH	gldm	LargeDependenceLowGrayLevelEmphasis	69.40961753210497
wavelet-LLH	gldm	LowGrayLevelEmphasis	0.23262144053601339
wavelet-LLH	gldm	SmallDependenceEmphasis	0.020515701620469867
wavelet-LLH	gldm	SmallDependenceHighGrayLevelEmphasis	0.12019792053252742
wavelet-LLH	gldm	SmallDependenceLowGrayLevelEmphasis	0.006582179495558708
wavelet-LLH	glrlm	GrayLevelNonUniformity	100.45810388213684
wavelet-LLH	glrlm	GrayLevelNonUniformityNormalized	0.5700513495686603
wavelet-LLH	glrlm	GrayLevelVariance	0.2297406945623383
wavelet-LLH	glrlm	HighGrayLevelRunEmphasis	5.372148836450709
wavelet-LLH	glrlm	LongRunEmphasis	8.304765167114162
wavelet-LLH	glrlm	LongRunHighGrayLevelEmphasis	36.5476979300777
wavelet-LLH	glrlm	LongRunLowGrayLevelEmphasis	1.9962441041198717
wavelet-LLH	glrlm	LowGrayLevelRunEmphasis	0.22328488583872413
wavelet-LLH	glrlm	RunEntropy	2.9482050370708595
wavelet-LLH	glrlm	RunLengthNonUniformity	51.73373366506628
wavelet-LLH	glrlm	RunLengthNonUniformityNormalized	0.28526056464363087
wavelet-LLH	glrlm	RunPercentage	0.440278314650174
wavelet-LLH	glrlm	RunVariance	2.6259413221758097
wavelet-LLH	glrlm	ShortRunEmphasis	0.5200794733368026
wavelet-LLH	glrlm	ShortRunHighGrayLevelEmphasis	3.1540431563448488
wavelet-LLH	glrlm	ShortRunLowGrayLevelEmphasis	0.11131559107950857
wavelet-LLH	glszm	GrayLevelNonUniformity	2.4285714285714284
wavelet-LLH	glszm	GrayLevelNonUniformityNormalized	0.3469387755102041
wavelet-LLH	glszm	GrayLevelVariance	0.693877551020408
wavelet-LLH	glszm	HighGrayLevelZoneEmphasis	5.285714285714286
wavelet-LLH	glszm	LargeAreaEmphasis	15955.42857142857
wavelet-LLH	glszm	LargeAreaHighGrayLevelEmphasis	66746.71428571429
wavelet-LLH	glszm	LargeAreaLowGrayLevelEmphasis	3908.083333333333
wavelet-LLH	glszm	LowGrayLevelZoneEmphasis	0.40476190476190477
wavelet-LLH	glszm	SizeZoneNonUniformity	2.7142857142857144
wavelet-LLH	glszm	SizeZoneNonUniformityNormalized	0.3877551020408163
wavelet-LLH	glszm	SmallAreaEmphasis	0.6071790622410661
wavelet-LLH	glszm	SmallAreaHighGrayLevelEmphasis	3.3217477779821216
wavelet-LLH	glszm	SmallAreaLowGrayLevelEmphasis	0.24603595324627842
wavelet-LLH	glszm	ZoneEntropy	2.5216406363433164
wavelet-LLH	glszm	ZonePercentage	0.017587939698492462
wavelet-LLH	glszm	ZoneVariance	12722.69387755102
wavelet-LLH	ngtdm	Busyness	5.580514689621133
wavelet-LLH	ngtdm	Coarseness	0.027221216213101328
wavelet-LLH	ngtdm	Complexity	0.7358799460347956
wavelet-LLH	ngtdm	Contrast	0.009646487152112871
wavelet-LLH	ngtdm	Strength	0.0649002954903482
wavelet-LHL	firstorder	10Percentile	-41.99296076513534
wavelet-LHL	firstorder	90Percentile	27.783948500541175
wavelet-LHL	firstorder	Energy	391848.3409753671
wavelet-LHL	firstorder	Entropy	2.3231876875028585
wavelet-LHL	firstorder	InterquartileRange	36.82266259739217
wavelet-LHL	firstorder	Kurtosis	4.470384728617051
wavelet-LHL	firstorder	Maximum	115.39513519617759
wavelet-LHL	firstorder	MeanAbsoluteDeviation	23.164066592987634
wavelet-LHL	firstorder	Mean	-7.382197744806798
wavelet-LHL	firstorder	Median	-9.379247736455183
wavelet-LHL	firstorder	Minimum	-90.30854420723097
wavelet-LHL	firstorder	Range	205.70367940340856
wavelet-LHL	firstorder	RobustMeanAbsoluteDeviation	15.155530756768943
wavelet-LHL	firstorder	RootMeanSquared	31.377437280470616
wavelet-LHL	firstorder	Skewness	0.5140689689005439
wavelet-LHL	firstorder	TotalEnergy	391848.3409753671
wavelet-LHL	firstorder	Uniformity	0.24374384485240275
wavelet-LHL	firstorder	Variance	930.0467267464364
wavelet-LHL	glcm	Autocorrelation	18.12967265435172
wavelet-LHL	glcm	ClusterProminence	50.61639288129369
wavelet-LHL	glcm	ClusterShade	2.4886135596196945
wavelet-LHL	glcm	ClusterTendency	3.1845518314898547
wavelet-LHL	glcm	Contrast	2.2857705628278535
wavelet-LHL	glcm	Correlation	0.14951186992901264
wavelet-LHL	glcm	DifferenceAverage	1.0439335565432895
wavelet-LHL	glcm	DifferenceEntropy	1.7956615470522312
wavelet-LHL	glcm	DifferenceVariance	1.1162788040636011
wavelet-LHL	glcm	Id	0.6156573235016263
wavelet-LHL	glcm	Idm	0.5838880757702701
wavelet-LHL	glcm	Idmn	0.9755012046903464
wavelet-LHL	glcm	Idn	0.9052324029464487
wavelet-LHL	glcm	Imc1	-0.12429128690593429
wavelet-LHL	glcm	Imc2	0.5948388989993983
wavelet-LHL	glcm	InverseVariance	0.4857834058194793
wavelet-LHL	glcm	JointAverage	4.231007545604913
wavelet-LHL	glcm	JointEnergy	0.08311572535803309
wavelet-LHL	glcm	JointEntropy	4.160138762983679
wavelet-LHL	glcm	MCC	0.5196284102327364
wavelet-LHL	glcm	MaximumProbability	0.15105888007216006
wavelet-LHL	glcm	SumAverage	8.462015091209826
wavelet-LHL	glcm	SumEntropy	2.764639759735732
wavelet-LHL	glcm	SumSquares	1.3675805985794272
wavelet-LHL	gldm	DependenceEntropy	5.702092920304938
wavelet-LHL	gldm	DependenceNonUniformity	30.592964824120603
wavelet-LHL	gldm	DependenceNonUniformityNormalized	0.07686674578924775
wavelet-LHL	gldm	DependenceVariance	15.895229918436403
wavelet-LHL	gldm	GrayLevelNonUniformity	97.01005025125629
wavelet-LHL	gldm	GrayLevelVariance	1.5555225878134393
wavelet-LHL	gldm	HighGrayLevelEmphasis	19.394472361809044
wavelet-LHL	gldm	LargeDependenceEmphasis	65.8140703517588
wavelet-LHL	gldm	LargeDependenceHighGrayLevelEmphasis	1204.7914572864322
wavelet-LHL	gldm	LargeDependenceLowGrayLevelEmphasis	4.178151168572771
wavelet-LHL	gldm	LowGrayLevelEmphasis	0.08307271270689552
wavelet-LHL	gldm	SmallDependenceEmphasis	0.080365764894041
wavelet-LHL	gldm	SmallDependenceHighGrayLevelEmphasis	1.7710424610083373
wavelet-LHL	gldm	SmallDependenceLowGrayLevelEmphasis	0.010670655030966257
wavelet-LHL	glrlm	GrayLevelNonUniformity	68.4566548128372
wavelet-LHL	glrlm	GrayLevelNonUniformityNormalized	0.2241751758186445
wavelet-LHL	glrlm	GrayLevelVariance	1.7892468958011916
wavelet-LHL	glrlm	HighGrayLevelRunEmphasis	19.72636046620238
wavelet-LHL	glrlm	LongRunEmphasis	2.363524727033737
wavelet-LHL	glrlm	LongRunHighGrayLevelEmphasis	44.60874587222701
wavelet-LHL	glrlm	LongRunLowGrayLevelEmphasis	0.18114013939417514
wavelet-LHL	glrlm	LowGrayLevelRunEmphasis	0.08773549411604738
wavelet-LHL	glrlm	RunEntropy	3.353073504275891
wavelet-LHL	glrlm	RunLengthNonUniformity	199.33474266789565
wavelet-LHL	glrlm	RunLengthNonUniformityNormalized	0.6383337905268144
wavelet-LHL	glrlm	RunPercentage	0.7667182064166987
wavelet-LHL	glrlm	RunVariance	0.5097959139087073
wavelet-LHL	glrlm	ShortRunEmphasis	0.8172937409604596
wavelet-LHL	glrlm	ShortRunHighGrayLevelEmphasis	16.343259371769694
wavelet-LHL	glrlm	ShortRunLowGrayLevelEmphasis	0.07481083422382505
wavelet-LHL	glszm	GrayLevelNonUniformity	5.285714285714286
wavelet-LHL	glszm	GrayLevelNonUniformityNormalized	0.1510204081632653
wavelet-LHL	glszm	GrayLevelVariance	4.419591836734694
wavelet-LHL	glszm	HighGrayLevelZoneEmphasis	25.057142857142857
wavelet-LHL	glszm	LargeAreaEmphasis	893.3142857142857
wavelet-LHL	glszm	LargeAreaHighGrayLevelEmphasis	16813.628571428573
wavelet-LHL	glszm	LargeAreaLowGrayLevelEmphasis	52.81377666198754
wavelet-LHL	glszm	LowGrayLevelZoneEmphasis	0.15417914282114964
wavelet-LHL	glszm	SizeZoneNonUniformity	6.6
wavelet-LHL	glszm	SizeZoneNonUniformityNormalized	0.18857142857142858
wavelet-LHL	glszm	SmallAreaEmphasis	0.40911818370436476
wavelet-LHL	glszm	SmallAreaHighGrayLevelEmphasis	9.171771554932324
wavelet-LHL	glszm	SmallAreaLowGrayLevelEmphasis	0.0694261127213374
wavelet-LHL	glszm	ZoneEntropy	4.686146588249902
wavelet-LHL	glszm	ZonePercentage	0.08793969849246232
wavelet-LHL	glszm	ZoneVariance	764.0048979591837
wavelet-LHL	ngtdm	Busyness	1.255491866776268
wavelet-LHL	ngtdm	Coarseness	0.018277630928101453
wavelet-LHL	ngtdm	Complexity	26.015843290960525
wavelet-LHL	ngtdm	Contrast	0.034435318059520395
wavelet-LHL	ngtdm	Strength	0.5008086353759896
wavelet-LHH	firstorder	10Percentile	-3.3373357475977365
wavelet-LHH	firstorder	90Percentile	4.017538513666817
wavelet-LHH	firstorder	Energy	3649.3808335164754
wavelet-LHH	firstorder	Entropy	0.9940901406378386
wavelet-LHH	firstorder	InterquartileRange	3.6709168329047097
wavelet-LHH	firstorder	Kurtosis	3.3686638592930604
wavelet-LHH	firstorder	Maximum	8.806365167020175
wavelet-LHH	firstorder	MeanAbsoluteDeviation	2.323722071714917
wavelet-LHH	firstorder	Mean	0.3517729264749246
wavelet-LHH	firstorder	Median	0.24635181451141586
wavelet-LHH	firstorder	Minimum	-8.46877325028781
wavelet-LHH	firstorder	Range	17.275138417307986
wavelet-LHH	firstorder	RobustMeanAbsoluteDeviation	1.5473896351988887
wavelet-LHH	firstorder	RootMeanSquared	3.0280849685361475
wavelet-LHH	firstorder	Skewness	-0.068237493339298
wavelet-LHH	firstorder	TotalEnergy	3649.3808335164754
wavelet-LHH	firstorder	Uniformity	0.5040908057877326
wavelet-LHH	firstorder	Variance	9.045554384873828
wavelet-LHH	glcm	Autocorrelation	2.380869146384989
wavelet-LHH	glcm	ClusterProminence	0.5362394868476179
wavelet-LHH	glcm	ClusterShade	-0.04586564875715961
wavelet-LHH	glcm	ClusterTendency	0.5347924063575304
wavelet-LHH	glcm	Contrast	0.45901075807360336
wavelet-LHH	glcm	Correlation	0.07626675897485843
wavelet-LHH	glcm	DifferenceAverage	0.45901075807360336
wavelet-LHH	glcm	DifferenceEntropy	0.967870443210389
wavelet-LHH	glcm	DifferenceVariance	0.23915720006824356
wavelet-LHH	glcm	Id	0.7704946209631984
wavelet-LHH	glcm	Idm	0.7704946209631984
wavelet-LHH	glcm	Idmn	0.9081978483852793
wavelet-LHH	glcm	Idn	0.8469964139754655
wavelet-LHH	glcm	Imc1	-0.03177165007467469
wavelet-LHH	glcm	Imc2	0.17374711170455898
wavelet-LHH	glcm	InverseVariance	0.45901075807360336
wavelet-LHH	glcm	JointAverage	1.53679150847393
wavelet-LHH	glcm	JointEnergy	0.26394121771618956
wavelet-LHH	glcm	JointEntropy	1.9594014202771115
wavelet-LHH	glcm	MCC	0.14892492205639313
wavelet-LHH	glcm	MaximumProbability	0.3142192900846801
wavelet-LHH	glcm	SumAverage	3.07358301694786
wavelet-LHH	glcm	SumEntropy	1.5003906622035084
wavelet-LHH	glcm	SumSquares	0.2484507911077834
wavelet-LHH	gldm	DependenceEntropy	4.939575861967492
wavelet-LHH	gldm	DependenceNonUniformity	27.70854271356784
wavelet-LHH	gldm	DependenceNonUniformityNormalized	0.06961945405419055
wavelet-LHH	gldm	DependenceVariance	16.739451023964044
wavelet-LHH	gldm	GrayLevelNonUniformity	200.6281407035176
wavelet-LHH	gldm	GrayLevelVariance	0.2479545971061337
wavelet-LHH	gldm	HighGrayLevelEmphasis	2.635678391959799
wavelet-LHH	gldm	LargeDependenceEmphasis	136.30653266331657
wavelet-LHH	gldm	LargeDependenceHighGrayLevelEmphasis	369.27386934673365
wavelet-LHH	gldm	LargeDependenceLowGrayLevelEmphasis	78.06469849246231
wavelet-LHH	gldm	LowGrayLevelEmphasis	0.5910804020100503
wavelet-LHH	gldm	SmallDependenceEmphasis	0.023681233479821817
wavelet-LHH	gldm	SmallDependenceHighGrayLevelEmphasis	0.054623397565461675
wavelet-LHH	gldm	SmallDependenceLowGrayLevelEmphasis	0.015945692458411848
wavelet-LHH	glrlm	GrayLevelNonUniformity	123.55227951706185
wavelet-LHH	glrlm	GrayLevelNonUniformityNormalized	0.5023684842966852
wavelet-LHH	glrlm	GrayLevelVariance	0.24881575785165738
wavelet-LHH	glrlm	HighGrayLevelRunEmphasis	2.593209488419753
wavelet-LHH	glrlm	LongRunEmphasis	3.8392794020642955
wavelet-LHH	glrlm	LongRunHighGrayLevelEmphasis	10.241771903033914
wavelet-LHH	glrlm	LongRunLowGrayLevelEmphasis	2.2386562768218914
wavelet-LHH	glrlm	LowGrayLevelRunEmphasis	0.6016976278950618
wavelet-LHH	glrlm	RunEntropy	2.5056557969696365
wavelet-LHH	glrlm	RunLengthNonUniformity	114.10260446946197
wavelet-LHH	glrlm	RunLengthNonUniformityNormalized	0.4483424868373161
wavelet-LHH	glrlm	RunPercentage	0.6178971781986858
wavelet-LHH	glrlm	RunVariance	0.9300864598190436
wavelet-LHH	glrlm	ShortRunEmphasis	0.6698080231072429
wavelet-LHH	glrlm	ShortRunHighGrayLevelEmphasis	1.6981564787757044
wavelet-LHH	glrlm	ShortRunLowGrayLevelEmphasis	0.4127209091901275
wavelet-LHH	glszm	GrayLevelNonUniformity	3.0
wavelet-LHH	glszm	GrayLevelNonUniformityNormalized	0.5
wavelet-LHH	glszm	GrayLevelVariance	0.25
wavelet-LHH	glszm	HighGrayLevelZoneEmphasis	2.5
wavelet-LHH	glszm	LargeAreaEmphasis	12974.0
wavelet-LHH	glszm	LargeAreaHighGrayLevelEmphasis	35874.5
wavelet-LHH	glszm	LargeAreaLowGrayLevelEmphasis	7248.875
wavelet-LHH	glszm	LowGrayLevelZoneEmphasis	0.625
wavelet-LHH	glszm	SizeZoneNonUniformity	2.0
wavelet-LHH	glszm	SizeZoneNonUniformityNormalized	0.3333333333333333
wavelet-LHH	glszm	SmallAreaEmphasis	0.5416755076633964
wavelet-LHH	glszm	SmallAreaHighGrayLevelEmphasis	1.1666864256474998
wavelet-LHH	glszm	SmallAreaLowGrayLevelEmphasis	0.38542277816737064
wavelet-LHH	glszm	ZoneEntropy	2.2516291673878213
wavelet-LHH	glszm	ZonePercentage	0.01507537688442211
wavelet-LHH	glszm	ZoneVariance	8573.888888888889
wavelet-LHH	ngtdm	Busyness	69.75072935284679
wavelet-LHH	ngtdm	Coarseness	0.011276746094555814
wavelet-LHH	ngtdm	Complexity	0.44561840676422904
wavelet-LHH	ngtdm	Contrast	0.11061389850644225
wavelet-LHH	ngtdm	Strength	0.011264434373595167
wavelet-HLL	firstorder	10Percentile	-51.94931677999185
wavelet-HLL	firstorder	90Percentile	24.168053461954003
wavelet-HLL	firstorder	Energy	430950.96728276974
wavelet-HLL	firstorder	Entropy	2.324026013935295
wavelet-HLL	firstorder	InterquartileRange	41.659821610043885
wavelet-HLL	firstorder	Kurtosis	2.9302840682147906
wavelet-HLL	firstorder	Maximum	88.22375810965951
wavelet-HLL	firstorder	MeanAbsoluteDeviation	24.072666603777577
wavelet-HLL	firstorder	Mean	-12.653657923169058
wavelet-HLL	firstorder	Median	-11.682552597181624
wavelet-HLL	firstorder	Minimum	-90.29024332105226
wavelet-HLL	firstorder	Range	178.51400143071177
wavelet-HLL	firstorder	RobustMeanAbsoluteDeviation	16.663822474398845
wavelet-HLL	firstorder	RootMeanSquared	32.90579546344893
wavelet-HLL	firstorder	Skewness	-0.05362459921583758
wavelet-HLL	firstorder	TotalEnergy	430950.96728276974
wavelet-HLL	firstorder	Uniformity	0.23306229640665638
wavelet-HLL	firstorder	Variance	922.6763162457568
wavelet-HLL	glcm	Autocorrelation	15.877034791515097
wavelet-HLL	glcm	ClusterProminence	35.09595223926526
wavelet-HLL	glcm	ClusterShade	-0.22130716963349192
wavelet-HLL	glcm	ClusterTendency	3.3251437800796424
wavelet-HLL	glcm	Contrast	2.350108385544559
wavelet-HLL	glcm	Correlation	0.17368322367222228
wavelet-HLL	glcm	DifferenceAverage	1.1250071184539552
wavelet-HLL	glcm	DifferenceEntropy	1.8349004313116994
wavelet-HLL	glcm	DifferenceVariance	0.9846523624841393
wavelet-HLL	glcm	Id	0.5895531084101251
wavelet-HLL	glcm	Idm	0.5521737878395298
wavelet-HLL	glcm	Idmn	0.9674379971853746
wavelet-HLL	glcm	Idn	0.8871745833547439
wavelet-HLL	glcm	Imc1	-0.09622359446003233
wavelet-HLL	glcm	Imc2	0.5214535787574228
wavelet-HLL	glcm	InverseVariance	0.4907122997938894
wavelet-HLL	glcm	JointAverage	3.9538106411428804
