Image type	Feature Class	Feature Name	ROI_25_segment_Mass
original	firstorder	InterquartileRange	133.0
original	firstorder	Kurtosis	2.5113680240448186
original	firstorder	Maximum	482.0
original	firstorder	MeanAbsoluteDeviation	72.94570525711002
original	firstorder	Mean	193.11864406779662
original	firstorder	Median	182.0
original	firstorder	Minimum	25.0
original	firstorder	Range	457.0
original	firstorder	RobustMeanAbsoluteDeviation	54.66455621301775
original	firstorder	RootMeanSquared	211.9763447278754
original	firstorder	Skewness	0.46042311713520345
original	firstorder	TotalEnergy	58324294.0
original	firstorder	Uniformity	0.08196680444728288
original	firstorder	Variance	7639.160037606748
original	glcm	Autocorrelation	67.03663752053222
original	glcm	ClusterProminence	3309.4658155606635
original	glcm	ClusterShade	59.318927828696864
original	glcm	ClusterTendency	36.67798681444296
original	glcm	Contrast	16.95909392685846
original	glcm	Correlation	0.37195334072611996
original	glcm	DifferenceAverage	3.1643009638565065
original	glcm	DifferenceEntropy	3.1156420178027395
original	glcm	DifferenceVariance	6.621457622094784
original	glcm	Id	0.3665287194431911
original	glcm	Idm	0.28014932733691367
original	glcm	Idmn	0.9589855331286432
original	glcm	Idn	0.8683082804246186
original	glcm	Imc1	-0.1013250469568536
original	glcm	Imc2	0.7094647145234055
original	glcm	InverseVariance	0.2887678238791341
original	glcm	JointAverage	7.8772946919887294
original	glcm	JointEnergy	0.008116549317476116
original	glcm	JointEntropy	7.270960026050977
original	glcm	MCC	0.4378937488809917
original	glcm	MaximumProbability	0.01888808929093762
original	glcm	SumAverage	15.754589383977462
original	glcm	SumEntropy	4.549567821775094
original	glcm	SumSquares	13.409270185325353
original	gldm	DependenceEntropy	5.790220978522127
original	gldm	DependenceNonUniformity	339.49152542372883
original	gldm	DependenceNonUniformityNormalized	0.2615497114204382
original	gldm	DependenceVariance	1.4365944050465218
original	gldm	GrayLevelNonUniformity	106.39291217257319
original	gldm	GrayLevelVariance	12.296267696420474
original	gldm	HighGrayLevelEmphasis	64.75269645608628
original	gldm	LargeDependenceEmphasis	6.580893682588598
original	gldm	LargeDependenceHighGrayLevelEmphasis	418.9899845916795
original	gldm	LargeDependenceLowGrayLevelEmphasis	0.32117165407388737
original	gldm	LowGrayLevelEmphasis	0.05344229057715591
original	gldm	SmallDependenceEmphasis	0.4225187930847737
original	gldm	SmallDependenceHighGrayLevelEmphasis	28.24379146008686
original	gldm	SmallDependenceLowGrayLevelEmphasis	0.023283445125642295
original	glrlm	GrayLevelNonUniformity	101.08833597732989
original	glrlm	GrayLevelNonUniformityNormalized	0.08187823196972453
original	glrlm	GrayLevelVariance	12.305391823531718
original	glrlm	HighGrayLevelRunEmphasis	64.84090442014067
original	glrlm	LongRunEmphasis	1.1727098794184452
original	glrlm	LongRunHighGrayLevelEmphasis	75.61019668584612
original	glrlm	LongRunLowGrayLevelEmphasis	0.062428298678962865
original	glrlm	LowGrayLevelRunEmphasis	0.05359703645558936
original	glrlm	RunEntropy	4.025581119360961
original	glrlm	RunLengthNonUniformity	1126.534723724445
original	glrlm	RunLengthNonUniformityNormalized	0.9097356025323337
original	glrlm	RunPercentage	0.9512267393623326
original	glrlm	RunVariance	0.06080392890361427
original	glrlm	ShortRunEmphasis	0.962980591949306
original	glrlm	ShortRunHighGrayLevelEmphasis	62.49059368162887
original	glrlm	ShortRunLowGrayLevelEmphasis	0.051733242969041734
original	glszm	GrayLevelNonUniformity	53.60935143288084
original	glszm	GrayLevelNonUniformityNormalized	0.08085875027583837
original	glszm	GrayLevelVariance	12.576132529818983
original	glszm	HighGrayLevelZoneEmphasis	65.6923076923077
original	glszm	LargeAreaEmphasis	7.873303167420814
original	glszm	LargeAreaHighGrayLevelEmphasis	490.80392156862746
original	glszm	LargeAreaLowGrayLevelEmphasis	0.36020823181143474
original	glszm	LowGrayLevelZoneEmphasis	0.05662697485526439
original	glszm	SizeZoneNonUniformity	272.26998491704376
original	glszm	SizeZoneNonUniformityNormalized	0.4106636273258578
original	glszm	SmallAreaEmphasis	0.6647689960024256
original	glszm	SmallAreaHighGrayLevelEmphasis	44.799888428379184
original	glszm	SmallAreaLowGrayLevelEmphasis	0.03722539734865541
original	glszm	ZoneEntropy	5.510319247073712
original	glszm	ZonePercentage	0.5107858243451464
original	glszm	ZoneVariance	4.040448712261329
original	ngtdm	Busyness	1.6870816269823539
original	ngtdm	Coarseness	0.005285772709622642
original	ngtdm	Complexity	310.4881303293615
original	ngtdm	Contrast	0.14281729732677462
original	ngtdm	Strength	0.7355255988877932
wavelet-LLH	firstorder	10Percentile	-49.529417765310946
wavelet-LLH	firstorder	90Percentile	22.19989566867465
wavelet-LLH	firstorder	Energy	1171141.6785963497
wavelet-LLH	firstorder	Entropy	2.2489197931690112
wavelet-LLH	firstorder	InterquartileRange	34.376518460554415
wavelet-LLH	firstorder	Kurtosis	3.62514611318027
wavelet-LLH	firstorder	Maximum	82.25222122445402
wavelet-LLH	firstorder	MeanAbsoluteDeviation	21.729326956978248
wavelet-LLH	firstorder	Mean	-10.154745804974512
wavelet-LLH	firstorder	Median	-6.947422339305172
wavelet-LLH	firstorder	Minimum	-116.90726768369613
wavelet-LLH	firstorder	Range	199.15948890815014
wavelet-LLH	firstorder	RobustMeanAbsoluteDeviation	14.267413150136043
wavelet-LLH	firstorder	RootMeanSquared	30.037748190069234
wavelet-LLH	firstorder	Skewness	-0.4939744030442224
wavelet-LLH	firstorder	TotalEnergy	1171141.6785963497
wavelet-LLH	firstorder	Uniformity	0.2560119752802106
wavelet-LLH	firstorder	Variance	799.14745396636
wavelet-LLH	glcm	Autocorrelation	25.16032534590642
wavelet-LLH	glcm	ClusterProminence	61.40343624751551
wavelet-LLH	glcm	ClusterShade	-4.5593478885874
wavelet-LLH	glcm	ClusterTendency	4.320875769574498
wavelet-LLH	glcm	Contrast	2.1647104465836957
wavelet-LLH	glcm	Correlation	0.33004629750372944
wavelet-LLH	glcm	DifferenceAverage	1.0495219215999283
wavelet-LLH	glcm	DifferenceEntropy	1.8599124346972835
wavelet-LLH	glcm	DifferenceVariance	1.036890118459608
wavelet-LLH	glcm	Id	0.6119709469463832
wavelet-LLH	glcm	Idm	0.5784000086952532
wavelet-LLH	glcm	Idmn	0.9758421336707048
wavelet-LLH	glcm	Idn	0.9041374573772434
wavelet-LLH	glcm	Imc1	-0.08014804531997839
wavelet-LLH	glcm	Imc2	0.5243325955061111
wavelet-LLH	glcm	InverseVariance	0.4795842367561741
wavelet-LLH	glcm	JointAverage	4.961784301961634
wavelet-LLH	glcm	JointEnergy	0.06557857901623629
wavelet-LLH	glcm	JointEntropy	4.522629500512856
wavelet-LLH	glcm	MCC	0.4171897025904894
wavelet-LLH	glcm	MaximumProbability	0.12919503123922627
wavelet-LLH	glcm	SumAverage	9.923568603923266
wavelet-LLH	glcm	SumEntropy	3.0327128476518506
wavelet-LLH	glcm	SumSquares	1.6213965540395483
wavelet-LLH	gldm	DependenceEntropy	5.33269981571599
wavelet-LLH	gldm	DependenceNonUniformity	155.23882896764252
wavelet-LLH	gldm	DependenceNonUniformityNormalized	0.11959848148508669
wavelet-LLH	gldm	DependenceVariance	6.2346813041754405
wavelet-LLH	gldm	GrayLevelNonUniformity	332.3035439137134
wavelet-LLH	gldm	GrayLevelVariance	1.4004008774907941
wavelet-LLH	gldm	HighGrayLevelEmphasis	27.34129429892142
wavelet-LLH	gldm	LargeDependenceEmphasis	25.99537750385208
wavelet-LLH	gldm	LargeDependenceHighGrayLevelEmphasis	694.5277349768875
wavelet-LLH	gldm	LargeDependenceLowGrayLevelEmphasis	1.195147747265887
wavelet-LLH	gldm	LowGrayLevelEmphasis	0.05191035780573714
wavelet-LLH	gldm	SmallDependenceEmphasis	0.17737402032403332
wavelet-LLH	gldm	SmallDependenceHighGrayLevelEmphasis	5.193896181586667
wavelet-LLH	gldm	SmallDependenceLowGrayLevelEmphasis	0.010413384152854593
wavelet-LLH	glrlm	GrayLevelNonUniformity	281.63395713228914
wavelet-LLH	glrlm	GrayLevelNonUniformityNormalized	0.2500176740156421
wavelet-LLH	glrlm	GrayLevelVariance	1.4588417811926375
wavelet-LLH	glrlm	HighGrayLevelRunEmphasis	27.420562371217592
wavelet-LLH	glrlm	LongRunEmphasis	1.5261888156433572
wavelet-LLH	glrlm	LongRunHighGrayLevelEmphasis	41.52159613790956
wavelet-LLH	glrlm	LongRunLowGrayLevelEmphasis	0.07733717308609529
wavelet-LLH	glrlm	LowGrayLevelRunEmphasis	0.05262277675196996
wavelet-LLH	glrlm	RunEntropy	2.9033797586197503
wavelet-LLH	glrlm	RunLengthNonUniformity	871.3713619636827
wavelet-LLH	glrlm	RunLengthNonUniformityNormalized	0.7697394273802688
wavelet-LLH	glrlm	RunPercentage	0.8674884437596302
wavelet-LLH	glrlm	RunVariance	0.18434099150980895
wavelet-LLH	glrlm	ShortRunEmphasis	0.8974564961945742
wavelet-LLH	glrlm	ShortRunHighGrayLevelEmphasis	24.66742253922559
wavelet-LLH	glrlm	ShortRunLowGrayLevelEmphasis	0.047708833907878084
wavelet-LLH	glszm	GrayLevelNonUniformity	52.55956678700361
wavelet-LLH	glszm	GrayLevelNonUniformityNormalized	0.18974572847293722
wavelet-LLH	glszm	GrayLevelVariance	2.2755672561873608
wavelet-LLH	glszm	HighGrayLevelZoneEmphasis	29.075812274368232
wavelet-LLH	glszm	LargeAreaEmphasis	175.68231046931407
wavelet-LLH	glszm	LargeAreaHighGrayLevelEmphasis	5054.696750902527
wavelet-LLH	glszm	LargeAreaLowGrayLevelEmphasis	6.739938506957804
wavelet-LLH	glszm	LowGrayLevelZoneEmphasis	0.06232162867821282
wavelet-LLH	glszm	SizeZoneNonUniformity	75.85920577617328
wavelet-LLH	glszm	SizeZoneNonUniformityNormalized	0.27385994865044505
wavelet-LLH	glszm	SmallAreaEmphasis	0.5334520137225773
wavelet-LLH	glszm	SmallAreaHighGrayLevelEmphasis	16.33146752774072
wavelet-LLH	glszm	SmallAreaLowGrayLevelEmphasis	0.03294217973247124
wavelet-LLH	glszm	ZoneEntropy	4.9678253011454485
wavelet-LLH	glszm	ZonePercentage	0.21340523882896764
wavelet-LLH	glszm	ZoneVariance	153.7244588095766
wavelet-LLH	ngtdm	Busyness	3.305047584516429
wavelet-LLH	ngtdm	Coarseness	0.005310355087889072
wavelet-LLH	ngtdm	Complexity	24.402377271475277
wavelet-LLH	ngtdm	Contrast	0.028283736594395315
wavelet-LLH	ngtdm	Strength	0.1540260491082811
wavelet-LHL	firstorder	10Percentile	-79.79981355974913
wavelet-LHL	firstorder	90Percentile	94.8658640801033
wavelet-LHL	firstorder	Energy	6577805.319239214
wavelet-LHL	firstorder	Entropy	3.5222165068049396
wavelet-LHL	firstorder	InterquartileRange	88.04187227784317
wavelet-LHL	firstorder	Kurtosis	3.6555657633246335
wavelet-LHL	firstorder	Maximum	249.48126822705007
wavelet-LHL	firstorder	MeanAbsoluteDeviation	54.469039990560496
wavelet-LHL	firstorder	Mean	8.249070652277325
wavelet-LHL	firstorder	Median	9.647269420076366
wavelet-LHL	firstorder	Minimum	-263.55991349714304
wavelet-LHL	firstorder	Range	513.0411817241932
wavelet-LHL	firstorder	RobustMeanAbsoluteDeviation	36.138430148160715
wavelet-LHL	firstorder	RootMeanSquared	71.18740496036985
wavelet-LHL	firstorder	Skewness	-0.2756056909743582
wavelet-LHL	firstorder	TotalEnergy	6577805.319239214
wavelet-LHL	firstorder	Uniformity	0.10651209280129914
wavelet-LHL	firstorder	Variance	4999.599458365427
wavelet-LHL	glcm	Autocorrelation	142.80768859368584
wavelet-LHL	glcm	ClusterProminence	1467.0686425236731
wavelet-LHL	glcm	ClusterShade	-17.899445118977308
wavelet-LHL	glcm	ClusterTendency	19.726970725879237
wavelet-LHL	glcm	Contrast	14.39911961009756
wavelet-LHL	glcm	Correlation	0.15113664115664832
wavelet-LHL	glcm	DifferenceAverage	2.841019672686645
wavelet-LHL	glcm	DifferenceEntropy	2.983277951348221
wavelet-LHL	glcm	DifferenceVariance	5.834258160366978
wavelet-LHL	glcm	Id	0.3966865902755287
wavelet-LHL	glcm	Idm	0.31593041009727707
wavelet-LHL	glcm	Idmn	0.9707654971095186
wavelet-LHL	glcm	Idn	0.8897003124736459
wavelet-LHL	glcm	Imc1	-0.10216371649459055
wavelet-LHL	glcm	Imc2	0.6891609020087042
wavelet-LHL	glcm	InverseVariance	0.3159516176352456
wavelet-LHL	glcm	JointAverage	11.893842454847542
wavelet-LHL	glcm	JointEnergy	0.013360783433734218
wavelet-LHL	glcm	JointEntropy	6.74852969901589
wavelet-LHL	glcm	MCC	0.5020704738105981
wavelet-LHL	glcm	MaximumProbability	0.033384943015503495
wavelet-LHL	glcm	SumAverage	23.78768490969508
wavelet-LHL	glcm	SumEntropy	4.10252038380791
wavelet-LHL	glcm	SumSquares	8.531522583994201
wavelet-LHL	gldm	DependenceEntropy	5.716700618284153
wavelet-LHL	gldm	DependenceNonUniformity	301.020030816641
wavelet-LHL	gldm	DependenceNonUniformityNormalized	0.23191065548277426
wavelet-LHL	gldm	DependenceVariance	2.2143893295599963
wavelet-LHL	gldm	GrayLevelNonUniformity	138.25269645608628
wavelet-LHL	gldm	GrayLevelVariance	8.087127048606249
wavelet-LHL	gldm	HighGrayLevelEmphasis	147.75654853620955
wavelet-LHL	gldm	LargeDependenceEmphasis	8.53004622496148
wavelet-LHL	gldm	LargeDependenceHighGrayLevelEmphasis	1297.42218798151
wavelet-LHL	gldm	LargeDependenceLowGrayLevelEmphasis	0.06695121072481534
wavelet-LHL	gldm	LowGrayLevelEmphasis	0.010279141431846746
wavelet-LHL	gldm	SmallDependenceEmphasis	0.3929884476903242
wavelet-LHL	gldm	SmallDependenceHighGrayLevelEmphasis	56.82683819887739
wavelet-LHL	gldm	SmallDependenceLowGrayLevelEmphasis	0.00509946601879372
wavelet-LHL	glrlm	GrayLevelNonUniformity	128.16128841155623
wavelet-LHL	glrlm	GrayLevelNonUniformityNormalized	0.10480389724179523
wavelet-LHL	glrlm	GrayLevelVariance	8.280837867186722
wavelet-LHL	glrlm	HighGrayLevelRunEmphasis	147.48675349907515
wavelet-LHL	glrlm	LongRunEmphasis	1.2113973012797494
wavelet-LHL	glrlm	LongRunHighGrayLevelEmphasis	179.71302601094806
wavelet-LHL	glrlm	LongRunLowGrayLevelEmphasis	0.012084564673256044
wavelet-LHL	glrlm	LowGrayLevelRunEmphasis	0.010433501190058554
wavelet-LHL	glrlm	RunEntropy	3.848558317379082
wavelet-LHL	glrlm	RunLengthNonUniformity	1096.3702801752274
wavelet-LHL	glrlm	RunLengthNonUniformityNormalized	0.8932722723984585
wavelet-LHL	glrlm	RunPercentage	0.9418039587531114
wavelet-LHL	glrlm	RunVariance	0.07427664770110529
wavelet-LHL	glrlm	ShortRunEmphasis	0.9555570602874096
wavelet-LHL	glrlm	ShortRunHighGrayLevelEmphasis	140.74070315299858
wavelet-LHL	glrlm	ShortRunLowGrayLevelEmphasis	0.010079610439677313
wavelet-LHL	glszm	GrayLevelNonUniformity	55.0129659643436
wavelet-LHL	glszm	GrayLevelNonUniformityNormalized	0.08916201939115656
wavelet-LHL	glszm	GrayLevelVariance	10.507416815300678
wavelet-LHL	glszm	HighGrayLevelZoneEmphasis	144.87196110210698
wavelet-LHL	glszm	LargeAreaEmphasis	11.828200972447325
wavelet-LHL	glszm	LargeAreaHighGrayLevelEmphasis	1815.3679092382497
wavelet-LHL	glszm	LargeAreaLowGrayLevelEmphasis	0.09141219742287417
wavelet-LHL	glszm	LowGrayLevelZoneEmphasis	0.01250427989892602
wavelet-LHL	glszm	SizeZoneNonUniformity	250.67585089141005
wavelet-LHL	glszm	SizeZoneNonUniformityNormalized	0.4062817680573907
wavelet-LHL	glszm	SmallAreaEmphasis	0.66012447450585
wavelet-LHL	glszm	SmallAreaHighGrayLevelEmphasis	94.95262456137048
wavelet-LHL	glszm	SmallAreaLowGrayLevelEmphasis	0.009220148138887751
wavelet-LHL	glszm	ZoneEntropy	5.4421166445274665
wavelet-LHL	glszm	ZonePercentage	0.47534668721109397
wavelet-LHL	glszm	ZoneVariance	7.402530674645181
wavelet-LHL	ngtdm	Busyness	0.6682450749188943
wavelet-LHL	ngtdm	Coarseness	0.004975922602215024
wavelet-LHL	ngtdm	Complexity	354.9370264059506
wavelet-LHL	ngtdm	Contrast	0.07553519075972533
wavelet-LHL	ngtdm	Strength	0.749338610255984
wavelet-LHH	firstorder	10Percentile	-18.953206393364116
wavelet-LHH	firstorder	90Percentile	16.89051047311162
wavelet-LHH	firstorder	Energy	313988.54424751096
wavelet-LHH	firstorder	Entropy	1.5418869389266037
wavelet-LHH	firstorder	InterquartileRange	17.607106536377103
wavelet-LHH	firstorder	Kurtosis	4.496770126721776
wavelet-LHH	firstorder	Maximum	64.72277406569773
wavelet-LHH	firstorder	MeanAbsoluteDeviation	11.60080569143974
wavelet-LHH	firstorder	Mean	-0.9165784099644462
wavelet-LHH	firstorder	Median	-0.6893202043588126
wavelet-LHH	firstorder	Minimum	-74.0809399871419
wavelet-LHH	firstorder	Range	138.80371405283964
wavelet-LHH	firstorder	RobustMeanAbsoluteDeviation	7.423989901437593
wavelet-LHH	firstorder	RootMeanSquared	15.55319279266634
wavelet-LHH	firstorder	Skewness	-0.08258634905123345
wavelet-LHH	firstorder	TotalEnergy	313988.54424751096
wavelet-LHH	firstorder	Uniformity	0.40115289374906515
wavelet-LHH	firstorder	Variance	241.0616900642353
wavelet-LHH	glcm	Autocorrelation	12.238373506052353
wavelet-LHH	glcm	ClusterProminence	3.8437738302378417
wavelet-LHH	glcm	ClusterShade	0.061515619323724374
wavelet-LHH	glcm	ClusterTendency	1.0273131841546783
wavelet-LHH	glcm	Contrast	0.9784319629839083
wavelet-LHH	glcm	Correlation	0.019801747256921763
wavelet-LHH	glcm	DifferenceAverage	0.6964371748785454
wavelet-LHH	glcm	DifferenceEntropy	1.431187411955285
wavelet-LHH	glcm	DifferenceVariance	0.4845683606741456
wavelet-LHH	glcm	Id	0.6940794800343579
wavelet-LHH	glcm	Idm	0.6797096652470007
wavelet-LHH	glcm	Idmn	0.9750868608499723
wavelet-LHH	glcm	Idn	0.9053109177439992
wavelet-LHH	glcm	Imc1	-0.036086094163981466
wavelet-LHH	glcm	Imc2	0.29826539317650835
wavelet-LHH	glcm	InverseVariance	0.49219524600985254
wavelet-LHH	glcm	JointAverage	3.49654223084977
wavelet-LHH	glcm	JointEnergy	0.1664227127242176
wavelet-LHH	glcm	JointEntropy	3.0280238189997135
wavelet-LHH	glcm	MCC	0.2436998365726653
wavelet-LHH	glcm	MaximumProbability	0.2331987863933006
wavelet-LHH	glcm	SumAverage	6.99308446169954
wavelet-LHH	glcm	SumEntropy	2.0287057116402947
wavelet-LHH	glcm	SumSquares	0.5014362867846466
wavelet-LHH	gldm	DependenceEntropy	4.927892824763802
wavelet-LHH	gldm	DependenceNonUniformity	123.0215716486903
wavelet-LHH	gldm	DependenceNonUniformityNormalized	0.09477779017618666
wavelet-LHH	gldm	DependenceVariance	9.69525238544068
wavelet-LHH	gldm	GrayLevelNonUniformity	520.6964560862866
wavelet-LHH	gldm	GrayLevelVariance	0.5020500900995012
wavelet-LHH	gldm	HighGrayLevelEmphasis	12.574730354391372
wavelet-LHH	gldm	LargeDependenceEmphasis	40.02157164869029
wavelet-LHH	gldm	LargeDependenceHighGrayLevelEmphasis	488.05546995377506
wavelet-LHH	gldm	LargeDependenceLowGrayLevelEmphasis	3.6201384608799865
wavelet-LHH	gldm	LowGrayLevelEmphasis	0.09800012840267078
wavelet-LHH	gldm	SmallDependenceEmphasis	0.14054679698284586
wavelet-LHH	gldm	SmallDependenceHighGrayLevelEmphasis	1.8501195910237291
wavelet-LHH	gldm	SmallDependenceLowGrayLevelEmphasis	0.01863329615343918
wavelet-LHH	glrlm	GrayLevelNonUniformity	416.66094817563345
wavelet-LHH	glrlm	GrayLevelNonUniformityNormalized	0.38806670642361385
wavelet-LHH	glrlm	GrayLevelVariance	0.5415796760777678
wavelet-LHH	glrlm	HighGrayLevelRunEmphasis	12.640505020440015
wavelet-LHH	glrlm	LongRunEmphasis	1.7630759513667564
wavelet-LHH	glrlm	LongRunHighGrayLevelEmphasis	21.94539542732423
wavelet-LHH	glrlm	LongRunLowGrayLevelEmphasis	0.169077438314166
wavelet-LHH	glrlm	LowGrayLevelRunEmphasis	0.099544042637726
wavelet-LHH	glrlm	RunEntropy	2.369754511574099
wavelet-LHH	glrlm	RunLengthNonUniformity	767.6198275322803
wavelet-LHH	glrlm	RunLengthNonUniformityNormalized	0.7090263848437134
wavelet-LHH	glrlm	RunPercentage	0.8266563944530047
wavelet-LHH	glrlm	RunVariance	0.2709483894817998
wavelet-LHH	glrlm	ShortRunEmphasis	0.8637835636723605
wavelet-LHH	glrlm	ShortRunHighGrayLevelEmphasis	10.96030071011093
wavelet-LHH	glrlm	ShortRunLowGrayLevelEmphasis	0.08716894283090364
wavelet-LHH	glszm	GrayLevelNonUniformity	45.69189189189189
wavelet-LHH	glszm	GrayLevelNonUniformityNormalized	0.24698319941563185
wavelet-LHH	glszm	GrayLevelVariance	1.2537618699780864
wavelet-LHH	glszm	HighGrayLevelZoneEmphasis	13.221621621621622
wavelet-LHH	glszm	LargeAreaEmphasis	1559.5027027027027
wavelet-LHH	glszm	LargeAreaHighGrayLevelEmphasis	17025.124324324323
wavelet-LHH	glszm	LargeAreaLowGrayLevelEmphasis	152.72485435435436
wavelet-LHH	glszm	LowGrayLevelZoneEmphasis	0.13726726726726726
wavelet-LHH	glszm	SizeZoneNonUniformity	65.43243243243244
wavelet-LHH	glszm	SizeZoneNonUniformityNormalized	0.35368882395909423
wavelet-LHH	glszm	SmallAreaEmphasis	0.6140873753907611
wavelet-LHH	glszm	SmallAreaHighGrayLevelEmphasis	8.135991917683182
wavelet-LHH	glszm	SmallAreaLowGrayLevelEmphasis	0.0956629148218966
wavelet-LHH	glszm	ZoneEntropy	4.200823458073164
wavelet-LHH	glszm	ZonePercentage	0.14252696456086286
wavelet-LHH	glszm	ZoneVariance	1510.2754127100075
wavelet-LHH	ngtdm	Busyness	10.74729331697887
wavelet-LHH	ngtdm	Coarseness	0.003643056081491449
wavelet-LHH	ngtdm	Complexity	9.484821034634205
wavelet-LHH	ngtdm	Contrast	0.020902778440973595
wavelet-LHH	ngtdm	Strength	0.05061783318118904
wavelet-HLL	firstorder	10Percentile	-96.1371828527219
wavelet-HLL	firstorder	90Percentile	95.57275133353208
wavelet-HLL	firstorder	Energy	8689871.789130509
wavelet-HLL	firstorder	Entropy	3.6887073106766377
wavelet-HLL	firstorder	InterquartileRange	88.11683172829993
wavelet-HLL	firstorder	Kurtosis	4.890341920058946
wavelet-HLL	firstorder	Maximum	393.33691165296733
wavelet-HLL	firstorder	MeanAbsoluteDeviation	60.395227826703675
wavelet-HLL	firstorder	Mean	2.94560799345925
wavelet-HLL	firstorder	Median	7.218909358801307
wavelet-HLL	firstorder	Minimum	-356.571977115193
wavelet-HLL	firstorder	Range	749.9088887681603
wavelet-HLL	firstorder	RobustMeanAbsoluteDeviation	38.063993275678015
wavelet-HLL	firstorder	RootMeanSquared	81.82185819528237
wavelet-HLL	firstorder	Skewness	-0.2665931540616128
wavelet-HLL	firstorder	TotalEnergy	8689871.789130509
wavelet-HLL	firstorder	Uniformity	0.09889102827391195
wavelet-HLL	firstorder	Variance	6686.139872077765
wavelet-HLL	glcm	Autocorrelation	245.86061612546948
wavelet-HLL	glcm	ClusterProminence	3945.4743352329997
wavelet-HLL	glcm	ClusterShade	-51.7573747863502
wavelet-HLL	glcm	ClusterTendency	29.6920051286391
wavelet-HLL	glcm	Contrast	19.35372336275408
wavelet-HLL	glcm	Correlation	0.2055336262378956
wavelet-HLL	glcm	DifferenceAverage	3.127458015769814
wavelet-HLL	glcm	DifferenceEntropy	3.1214469742217905
wavelet-HLL	glcm	DifferenceVariance	8.919102580636554
wavelet-HLL	glcm	Id	0.3883603291594983
wavelet-HLL	glcm	Idm	0.30672986001440977
wavelet-HLL	glcm	Idmn	0.9817523163508497
wavelet-HLL	glcm	Idn	0.9148792616278774
wavelet-HLL	glcm	Imc1	-0.14004051835583378
wavelet-HLL	glcm	Imc2	0.7886512786408668
wavelet-HLL	glcm	InverseVariance	0.2994461124951367
